sku,id_producto,nombre_producto,modelo,color,talla,categoria,marca,precio_venta,costo,fecha,tipo_producto,unidad_medida,codigo_barras,Tipo_producto_afecta_inventario
IJO-0061,5924,TOP PLISADO TERRACOTA,,,,TOP,IJOAH,333,277,2025-07-05,Inventariable,Pieza,50005924,TRUE
IJO-0062,5925,CARDIGAN PLISADO AZUL CIELO,,,,CARDIGAN,IJOAH,354,295,2025-07-05,Inventariable,Pieza,50005925,TRUE
IJO-0063,5926,VESTIDO DE ENCAJE LILA,,,,VESTIDO,IJOAH,351,292,2025-07-05,Inventariable,Pieza,50005926,TRUE
IJO-0064,5927,FALDA CON OLANES BLANCO,,,,FALDA,IJOAH,348,290,2025-07-05,Inventariable,Pieza,50005927,TRUE
IJO-0065,5928,CARDIGAN PLISADO AZUL MARINO,,,,CARDIGAN,IJOAH,190,146,2025-07-05,Inventariable,Pieza,50005928,TRUE
IJO-0066,5929,CARDIGAN DE ENCAJE AZUL MARINO,,,,CARDIGAN,IJOAH,268,223,2025-07-05,Inventariable,Pieza,50005929,TRUE
IJO-0067,5930,ENTERIZO DE TEJIDO DENIM GRIS JASPE,,,,ENTERIZO,IJOAH,255,212,2025-07-05,Inventariable,Pieza,50005930,TRUE
NAA-0030,5931,PANTALON CON OLANES BLANCO,,,,PANTALON,NAANAA,296,246,2025-07-05,Inventariable,Pieza,50005931,TRUE
NAA-0031,5932,FALDA CON BOTONES FRONTALES MOSTAZA,,,,FALDA,NAANAA,364,303,2025-07-05,Inventariable,Pieza,50005932,TRUE
NAA-0032,5933,FALDA DE CORTE RECTO BURDEOS,,,,FALDA,NAANAA,293,244,2025-07-05,Inventariable,Pieza,50005933,TRUE
NAA-0033,5934,PANTALON CON ESTAMPADO FLORAL AZUL MARINO,,,,PANTALON,NAANAA,298,248,2025-07-05,Inventariable,Pieza,50005934,TRUE
NAA-0034,5935,PANTALON DE TEJIDO DENIM AZUL MARINO,,,,PANTALON,NAANAA,334,278,2025-07-05,Inventariable,Pieza,50005935,TRUE
NAA-0035,5936,ENTERIZO MANGA OBISPO ROSA PASTEL,,,,ENTERIZO,NAANAA,315,262,2025-07-05,Inventariable,Pieza,50005936,TRUE
NAA-0036,5937,PANTALON CON BOTONES FRONTALES BURDEOS,,,,PANTALON,NAANAA,350,291,2025-07-05,Inventariable,Pieza,50005937,TRUE
NAA-0037,5938,FALDA DE LINO ROSA PASTEL,,,,FALDA,NAANAA,249,207,2025-07-05,Inventariable,Pieza,50005938,TRUE
EDI-0051,5939,TOP PLISADO MOSTAZA,,,,TOP,EDIT BY NINE,488,424,2025-07-05,Inventariable,Pieza,50005939,TRUE
EDI-0052,5940,CROP TOP CON BORDADO SUIZO VERDE ESMERALDA,,,,CROP,EDIT BY NINE,493,428,2025-07-05,Inventariable,Pieza,50005940,TRUE
EDI-0053,5941,CROP TOP PLISADO TERRACOTA,,,,CROP,EDIT BY NINE,250,208,2025-07-05,Inventariable,Pieza,50005941,TRUE
EDI-0054,5942,SHORT CON BOTONES FRONTALES CREMA,,,,SHORT,EDIT BY NINE,284,236,2025-07-05,Inventariable,Pieza,50005942,TRUE
EDI-0055,5943,PANTALON PLISADO LILA,,,,PANTALON,EDIT BY NINE,356,296,2025-07-05,Inventariable,Pieza,50005943,TRUE
EDI-0056,5944,CARDIGAN CON OLANES AZUL MARINO,,,,CARDIGAN,EDIT BY NINE,449,390,2025-07-05,Inventariable,Pieza,50005944,TRUE
HAV-0067,5945,PANTALON DE CORTE RECTO VERDE ESMERALDA,,,,PANTALON,HAVE,198,152,2025-07-05,Inventariable,Pieza,50005945,TRUE
HAV-0068,5946,FALDA CON BORDADO SUIZO CREMA,,,,FALDA,HAVE,211,162,2025-07-05,Inventariable,Pieza,50005946,TRUE
HAV-0069,5947,CAMISA DE CORTE RECTO MOSTAZA,,,,CAMISA,HAVE,321,267,2025-07-05,Inventariable,Pieza,50005947,TRUE
HAV-0070,5948,ENTERIZO CON BORDADO SUIZO TERRACOTA,,,,ENTERIZO,HAVE,215,179,2025-07-05,Inventariable,Pieza,50005948,TRUE
HAV-0071,5949,TOP CON BOTONES FRONTALES MOSTAZA,,,,TOP,HAVE,330,275,2025-07-05,Inventariable,Pieza,50005949,TRUE
HAV-0072,5950,CARDIGAN DE CORTE RECTO AZUL CIELO,,,,CARDIGAN,HAVE,273,227,2025-07-05,Inventariable,Pieza,50005950,TRUE
HAV-0073,5951,FALDA CON CUELLO EN V BLANCO,,,,FALDA,HAVE,197,151,2025-07-05,Inventariable,Pieza,50005951,TRUE
HAV-0074,5952,BLUSA DE ENCAJE BURDEOS,,,,BLUSA,HAVE,216,166,2025-07-05,Inventariable,Pieza,50005952,TRUE
HAV-0075,5953,SHORT PLISADO NEGRO,,,,SHORT,HAVE,345,287,2025-07-05,Inventariable,Pieza,50005953,TRUE
HAV-0076,5954,ENTERIZO CON OLANES CREMA,,,,ENTERIZO,HAVE,280,233,2025-07-05,Inventariable,Pieza,50005954,TRUE
SHE-0079,5955,CAMISA SATINADO LILA,,,,CAMISA,SHERO,359,299,2025-07-06,Inventariable,Pieza,50005955,TRUE
SHE-0080,5956,VESTIDO DE LINO CREMA,,,,VESTIDO,SHERO,251,209,2025-07-06,Inventariable,Pieza,50005956,TRUE
SHE-0081,5957,SHORT CON OLANES VERDE ESMERALDA,,,,SHORT,SHERO,298,248,2025-07-06,Inventariable,Pieza,50005957,TRUE
SHE-0082,5958,CROP TOP ACANALADO CREMA,,,,CROP,SHERO,303,252,2025-07-06,Inventariable,Pieza,50005958,TRUE
SHE-0083,5959,CROP TOP MANGA OBISPO NEGRO,,,,CROP,SHERO,204,170,2025-07-06,Inventariable,Pieza,50005959,TRUE
SHE-0084,5960,PANTALON CON LAZADA NEGRO,,,,PANTALON,SHERO,369,307,2025-07-06,Inventariable,Pieza,50005960,TRUE
SHE-0085,5961,CROP TOP ACANALADO CREMA,,,,CROP,SHERO,238,198,2025-07-06,Inventariable,Pieza,50005961,TRUE
SHE-0086,5962,CAMISA MANGA OBISPO VERDE ESMERALDA,,,,CAMISA,SHERO,292,243,2025-07-06,Inventariable,Pieza,50005962,TRUE
SHE-0087,5963,PANTALON PLISADO MOSTAZA,,,,PANTALON,SHERO,327,272,2025-07-06,Inventariable,Pieza,50005963,TRUE
SHE-0088,5964,CROP TOP MANGA OBISPO MOSTAZA,,,,CROP,SHERO,360,300,2025-07-06,Inventariable,Pieza,50005964,TRUE
SHE-0089,5965,BLUSA CON BORDADO SUIZO NEGRO,,,,BLUSA,SHERO,353,294,2025-07-06,Inventariable,Pieza,50005965,TRUE
SHE-0090,5966,BLUSA CON BORDADO SUIZO BEIGE,,,,BLUSA,SHERO,274,228,2025-07-06,Inventariable,Pieza,50005966,TRUE
INA-0017,5967,CAMISA SATINADO VERDE ESMERALDA,,,,CAMISA,INA,353,294,2025-07-06,Inventariable,Pieza,50005967,TRUE
INA-0018,5968,FALDA CON CUELLO EN V GRIS JASPE,,,,FALDA,INA,336,280,2025-07-06,Inventariable,Pieza,50005968,TRUE
AVA-0075,5969,CROP TOP MANGA OBISPO AZUL MARINO,,,,CROP,AVAILABLE,214,178,2025-07-06,Inventariable,Pieza,50005969,TRUE
AVA-0076,5970,SHORT DE LINO ROSA PASTEL,,,,SHORT,AVAILABLE,202,155,2025-07-06,Inventariable,Pieza,50005970,TRUE
AVA-0077,5971,CROP TOP DE LINO ROSA PASTEL,,,,CROP,AVAILABLE,216,166,2025-07-06,Inventariable,Pieza,50005971,TRUE
AVA-0078,5972,VESTIDO CON ESTAMPADO FLORAL AZUL CIELO,,,,VESTIDO,AVAILABLE,213,177,2025-07-06,Inventariable,Pieza,50005972,TRUE
AVA-0079,5973,PANTALON CON OLANES BEIGE,,,,PANTALON,AVAILABLE,189,145,2025-07-06,Inventariable,Pieza,50005973,TRUE
AVA-0080,5974,SHORT ACANALADO TERRACOTA,,,,SHORT,AVAILABLE,185,142,2025-07-06,Inventariable,Pieza,50005974,TRUE
GAL-0056,5975,VESTIDO OVERSIZE AZUL CIELO,,,,VESTIDO,GALITA,206,171,2025-07-06,Inventariable,Pieza,50005975,TRUE
GAL-0057,5976,PANTALON OVERSIZE BURDEOS,,,,PANTALON,GALITA,435,378,2025-07-06,Inventariable,Pieza,50005976,TRUE
GAL-0058,5977,CAMISA CON BORDADO SUIZO AZUL MARINO,,,,CAMISA,GALITA,278,231,2025-07-06,Inventariable,Pieza,50005977,TRUE
GAL-0059,5978,CAMISA DE CORTE RECTO GRIS JASPE,,,,CAMISA,GALITA,474,412,2025-07-06,Inventariable,Pieza,50005978,TRUE
GAL-0060,5979,CARDIGAN CON ESTAMPADO FLORAL LILA,,,,CARDIGAN,GALITA,208,160,2025-07-06,Inventariable,Pieza,50005979,TRUE
GAL-0061,5980,BLUSA CON BOTONES FRONTALES TERRACOTA,,,,BLUSA,GALITA,374,311,2025-07-06,Inventariable,Pieza,50005980,TRUE
GAL-0062,5981,CAMISA SATINADO VERDE ESMERALDA,,,,CAMISA,GALITA,401,348,2025-07-06,Inventariable,Pieza,50005981,TRUE
GAL-0063,5982,CROP TOP DE LINO BEIGE,,,,CROP,GALITA,373,324,2025-07-06,Inventariable,Pieza,50005982,TRUE
GAL-0064,5983,PANTALON ACANALADO MOSTAZA,,,,PANTALON,GALITA,327,272,2025-07-06,Inventariable,Pieza,50005983,TRUE
GAL-0065,5984,BLUSA DE TEJIDO DENIM AZUL CIELO,,,,BLUSA,GALITA,282,235,2025-07-06,Inventariable,Pieza,50005984,TRUE
GAL-0066,5985,VESTIDO CON BOTONES FRONTALES GRIS JASPE,,,,VESTIDO,GALITA,230,191,2025-07-06,Inventariable,Pieza,50005985,TRUE
GAL-0067,5986,CROP TOP CON ESTAMPADO FLORAL LILA,,,,CROP,GALITA,431,374,2025-07-06,Inventariable,Pieza,50005986,TRUE
GAL-0068,5987,SHORT CON CUELLO EN V AZUL MARINO,,,,SHORT,GALITA,216,180,2025-07-06,Inventariable,Pieza,50005987,TRUE
GAL-0069,5988,VESTIDO ACANALADO GRIS JASPE,,,,VESTIDO,GALITA,404,351,2025-07-06,Inventariable,Pieza,50005988,TRUE
GAL-0070,5989,PANTALON CON BORDADO SUIZO BURDEOS,,,,PANTALON,GALITA,504,438,2025-07-06,Inventariable,Pieza,50005989,TRUE
AMB-0104,5990,PANTALON AJUSTADO VERDE ESMERALDA,,,,PANTALON,AMBIANCE APPAREL,189,145,2025-07-06,Inventariable,Pieza,50005990,TRUE
AMB-0105,5991,PANTALON AJUSTADO BLANCO,,,,PANTALON,AMBIANCE APPAREL,147,113,2025-07-06,Inventariable,Pieza,50005991,TRUE
AMB-0106,5992,FALDA DE CORTE RECTO TERRACOTA,,,,FALDA,AMBIANCE APPAREL,201,154,2025-07-06,Inventariable,Pieza,50005992,TRUE
AMB-0107,5993,CARDIGAN DE TEJIDO DENIM AZUL MARINO,,,,CARDIGAN,AMBIANCE APPAREL,201,167,2025-07-06,Inventariable,Pieza,50005993,TRUE
AMB-0108,5994,PANTALON DE CORTE RECTO BEIGE,,,,PANTALON,AMBIANCE APPAREL,198,152,2025-07-06,Inventariable,Pieza,50005994,TRUE
AMB-0109,5995,PANTALON CON CUELLO EN V NEGRO,,,,PANTALON,AMBIANCE APPAREL,221,184,2025-07-06,Inventariable,Pieza,50005995,TRUE
AMB-0110,5996,BLUSA OVERSIZE BLANCO,,,,BLUSA,AMBIANCE APPAREL,208,160,2025-07-06,Inventariable,Pieza,50005996,TRUE
LOV-0046,5997,ENTERIZO CON ESTAMPADO FLORAL CREMA,,,,ENTERIZO,LOVE,107,82,2025-07-06,Inventariable,Pieza,50005997,TRUE
LOV-0047,5998,FALDA DE CORTE RECTO GRIS JASPE,,,,FALDA,LOVE,222,185,2025-07-06,Inventariable,Pieza,50005998,TRUE
LOV-0048,5999,BLUSA CON LAZADA VERDE ESMERALDA,,,,BLUSA,LOVE,198,152,2025-07-06,Inventariable,Pieza,50005999,TRUE
LOV-0049,6000,PANTALON DE LINO LILA,,,,PANTALON,LOVE,108,83,2025-07-06,Inventariable,Pieza,50006000,TRUE
LOV-0050,6001,FALDA ACANALADO AZUL CIELO,,,,FALDA,LOVE,197,151,2025-07-06,Inventariable,Pieza,50006001,TRUE
LOV-0051,6002,BLUSA AJUSTADO VERDE ESMERALDA,,,,BLUSA,LOVE,197,151,2025-07-06,Inventariable,Pieza,50006002,TRUE
DAZ-0014,6003,CAMISA CON BOTONES FRONTALES MOSTAZA,,,,CAMISA,DAZZLING,381,317,2025-07-06,Inventariable,Pieza,50006003,TRUE
DAZ-0015,6004,TOP DE TEJIDO DENIM ROSA PASTEL,,,,TOP,DAZZLING,380,316,2025-07-06,Inventariable,Pieza,50006004,TRUE
PAP-0119,6005,PANTALON CON BOTONES FRONTALES CREMA,,,,PANTALON,PAPERMOON,400,347,2025-07-06,Inventariable,Pieza,50006005,TRUE
PAP-0120,6006,PANTALON OVERSIZE BLANCO,,,,PANTALON,PAPERMOON,315,262,2025-07-06,Inventariable,Pieza,50006006,TRUE
PAP-0121,6007,VESTIDO SATINADO CREMA,,,,VESTIDO,PAPERMOON,270,225,2025-07-06,Inventariable,Pieza,50006007,TRUE
PAP-0122,6008,CARDIGAN CON OLANES CREMA,,,,CARDIGAN,PAPERMOON,260,216,2025-07-06,Inventariable,Pieza,50006008,TRUE
PAP-0123,6009,CARDIGAN OVERSIZE BURDEOS,,,,CARDIGAN,PAPERMOON,406,353,2025-07-06,Inventariable,Pieza,50006009,TRUE
PAP-0124,6010,VESTIDO AJUSTADO GRIS JASPE,,,,VESTIDO,PAPERMOON,311,259,2025-07-06,Inventariable,Pieza,50006010,TRUE
PAP-0125,6011,CAMISA AJUSTADO ROSA PASTEL,,,,CAMISA,PAPERMOON,228,190,2025-07-06,Inventariable,Pieza,50006011,TRUE
PAP-0126,6012,BLUSA DE ENCAJE BEIGE,,,,BLUSA,PAPERMOON,347,289,2025-07-06,Inventariable,Pieza,50006012,TRUE
PAP-0127,6013,CAMISA CON BORDADO SUIZO AZUL MARINO,,,,CAMISA,PAPERMOON,375,326,2025-07-06,Inventariable,Pieza,50006013,TRUE
PAP-0128,6014,ENTERIZO PLISADO BEIGE,,,,ENTERIZO,PAPERMOON,401,348,2025-07-06,Inventariable,Pieza,50006014,TRUE
PAP-0129,6015,VESTIDO PLISADO GRIS JASPE,,,,VESTIDO,PAPERMOON,192,147,2025-07-06,Inventariable,Pieza,50006015,TRUE
PAP-0130,6016,SHORT MANGA OBISPO CREMA,,,,SHORT,PAPERMOON,359,299,2025-07-06,Inventariable,Pieza,50006016,TRUE
PAP-0131,6017,PANTALON MANGA OBISPO BURDEOS,,,,PANTALON,PAPERMOON,340,283,2025-07-06,Inventariable,Pieza,50006017,TRUE
PAP-0132,6018,PANTALON CON OLANES AZUL MARINO,,,,PANTALON,PAPERMOON,333,277,2025-07-06,Inventariable,Pieza,50006018,TRUE
MIL-0105,6019,PANTALON CON BORDADO SUIZO CREMA,,,,PANTALON,MILK & HONEY,245,204,2025-07-06,Inventariable,Pieza,50006019,TRUE
MIL-0106,6020,FALDA CON OLANES AZUL CIELO,,,,FALDA,MILK & HONEY,287,239,2025-07-06,Inventariable,Pieza,50006020,TRUE
MIL-0107,6021,CAMISA CON ESTAMPADO FLORAL CREMA,,,,CAMISA,MILK & HONEY,222,185,2025-07-06,Inventariable,Pieza,50006021,TRUE
MIL-0108,6022,TOP ACANALADO MOSTAZA,,,,TOP,MILK & HONEY,252,210,2025-07-06,Inventariable,Pieza,50006022,TRUE
MIL-0109,6023,PANTALON DE ENCAJE AZUL MARINO,,,,PANTALON,MILK & HONEY,239,199,2025-07-06,Inventariable,Pieza,50006023,TRUE
MIL-0110,6024,SHORT CON BOTONES FRONTALES VERDE ESMERALDA,,,,SHORT,MILK & HONEY,243,202,2025-07-06,Inventariable,Pieza,50006024,TRUE
MIL-0111,6025,TOP CON OLANES BLANCO,,,,TOP,MILK & HONEY,284,236,2025-07-06,Inventariable,Pieza,50006025,TRUE
MIL-0112,6026,CAMISA CON OLANES CREMA,,,,CAMISA,MILK & HONEY,268,223,2025-07-06,Inventariable,Pieza,50006026,TRUE
MIL-0113,6027,ENTERIZO SATINADO VERDE ESMERALDA,,,,ENTERIZO,MILK & HONEY,280,233,2025-07-06,Inventariable,Pieza,50006027,TRUE
MIL-0114,6028,SHORT ACANALADO ROSA PASTEL,,,,SHORT,MILK & HONEY,256,213,2025-07-06,Inventariable,Pieza,50006028,TRUE
MIL-0115,6029,BLUSA DE ENCAJE NEGRO,,,,BLUSA,MILK & HONEY,215,179,2025-07-06,Inventariable,Pieza,50006029,TRUE
MIL-0116,6030,CAMISA CON BORDADO SUIZO TERRACOTA,,,,CAMISA,MILK & HONEY,264,220,2025-07-06,Inventariable,Pieza,50006030,TRUE
INA-0019,6031,PANTALON CON BORDADO SUIZO MOSTAZA,,,,PANTALON,INA,344,286,2025-08-04,Inventariable,Pieza,50006031,TRUE
INA-0020,6032,PANTALON MANGA OBISPO VERDE ESMERALDA,,,,PANTALON,INA,338,281,2025-08-04,Inventariable,Pieza,50006032,TRUE
WOR-0022,6033,SHORT CON ESTAMPADO FLORAL NEGRO,,,,SHORT,THE WORK SHOP,220,183,2025-08-04,Inventariable,Pieza,50006033,TRUE
WOR-0023,6034,VESTIDO CON OLANES MOSTAZA,,,,VESTIDO,THE WORK SHOP,220,183,2025-08-04,Inventariable,Pieza,50006034,TRUE
WOR-0024,6035,SHORT ACANALADO LILA,,,,SHORT,THE WORK SHOP,201,167,2025-08-04,Inventariable,Pieza,50006035,TRUE
WOR-0025,6036,CAMISA CON BOTONES FRONTALES CREMA,,,,CAMISA,THE WORK SHOP,220,183,2025-08-04,Inventariable,Pieza,50006036,TRUE
WOR-0026,6037,SHORT MANGA OBISPO AZUL CIELO,,,,SHORT,THE WORK SHOP,236,196,2025-08-04,Inventariable,Pieza,50006037,TRUE
WOR-0027,6038,ENTERIZO CON OLANES MOSTAZA,,,,ENTERIZO,THE WORK SHOP,201,154,2025-08-04,Inventariable,Pieza,50006038,TRUE
WOR-0028,6039,CAMISA DE LINO GRIS JASPE,,,,CAMISA,THE WORK SHOP,207,172,2025-08-04,Inventariable,Pieza,50006039,TRUE
FAS-0051,6040,PANTALON AJUSTADO LILA,,,,PANTALON,FASHION CARGO (PASSPORT),184,141,2025-08-04,Inventariable,Pieza,50006040,TRUE
FAS-0052,6041,TOP AJUSTADO VERDE ESMERALDA,,,,TOP,FASHION CARGO (PASSPORT),195,150,2025-08-04,Inventariable,Pieza,50006041,TRUE
FAS-0053,6042,ENTERIZO CON OLANES AZUL MARINO,,,,ENTERIZO,FASHION CARGO (PASSPORT),186,143,2025-08-04,Inventariable,Pieza,50006042,TRUE
FAS-0054,6043,FALDA DE ENCAJE ROSA PASTEL,,,,FALDA,FASHION CARGO (PASSPORT),180,138,2025-08-04,Inventariable,Pieza,50006043,TRUE
FAS-0055,6044,TOP SATINADO AZUL MARINO,,,,TOP,FASHION CARGO (PASSPORT),184,141,2025-08-04,Inventariable,Pieza,50006044,TRUE
FAS-0056,6045,CARDIGAN OVERSIZE TERRACOTA,,,,CARDIGAN,FASHION CARGO (PASSPORT),180,138,2025-08-04,Inventariable,Pieza,50006045,TRUE
TEE-0088,6046,SHORT SATINADO AZUL MARINO,,,,SHORT,TEENBELL,173,133,2025-08-04,Inventariable,Pieza,50006046,TRUE
TEE-0089,6047,ENTERIZO ACANALADO GRIS JASPE,,,,ENTERIZO,TEENBELL,189,145,2025-08-04,Inventariable,Pieza,50006047,TRUE
TEE-0090,6048,FALDA MANGA OBISPO TERRACOTA,,,,FALDA,TEENBELL,162,124,2025-08-04,Inventariable,Pieza,50006048,TRUE
TEE-0091,6049,TOP DE LINO CREMA,,,,TOP,TEENBELL,151,116,2025-08-04,Inventariable,Pieza,50006049,TRUE
TEE-0092,6050,PANTALON CON OLANES LILA,,,,PANTALON,TEENBELL,201,154,2025-08-04,Inventariable,Pieza,50006050,TRUE
TEE-0093,6051,SHORT CON BORDADO SUIZO NEGRO,,,,SHORT,TEENBELL,154,118,2025-08-04,Inventariable,Pieza,50006051,TRUE
TEE-0094,6052,PANTALON DE LINO VERDE ESMERALDA,,,,PANTALON,TEENBELL,203,156,2025-08-04,Inventariable,Pieza,50006052,TRUE
TEE-0095,6053,CROP TOP DE LINO ROSA PASTEL,,,,CROP,TEENBELL,159,122,2025-08-04,Inventariable,Pieza,50006053,TRUE
TEE-0096,6054,VESTIDO OVERSIZE BURDEOS,,,,VESTIDO,TEENBELL,171,131,2025-08-04,Inventariable,Pieza,50006054,TRUE
TEE-0097,6055,SHORT CON OLANES TERRACOTA,,,,SHORT,TEENBELL,140,107,2025-08-04,Inventariable,Pieza,50006055,TRUE
TEE-0098,6056,SHORT MANGA OBISPO BURDEOS,,,,SHORT,TEENBELL,156,120,2025-08-04,Inventariable,Pieza,50006056,TRUE
TEE-0099,6057,CAMISA SATINADO VERDE ESMERALDA,,,,CAMISA,TEENBELL,171,131,2025-08-04,Inventariable,Pieza,50006057,TRUE
DAN-0019,6058,PANTALON CON OLANES CREMA,,,,PANTALON,DANIEL JEANS,257,214,2025-08-04,Inventariable,Pieza,50006058,TRUE
DAN-0020,6059,TOP DE CORTE RECTO BURDEOS,,,,TOP,DANIEL JEANS,257,214,2025-08-04,Inventariable,Pieza,50006059,TRUE
MIN-0166,6060,CAMISA SATINADO GRIS JASPE,,,,CAMISA,MINE,171,131,2025-08-04,Inventariable,Pieza,50006060,TRUE
MIN-0167,6061,TOP CON LAZADA BURDEOS,,,,TOP,MINE,321,267,2025-08-04,Inventariable,Pieza,50006061,TRUE
MIN-0168,6062,FALDA DE ENCAJE CREMA,,,,FALDA,MINE,298,248,2025-08-04,Inventariable,Pieza,50006062,TRUE
MIN-0169,6063,CAMISA CON ESTAMPADO FLORAL AZUL MARINO,,,,CAMISA,MINE,257,214,2025-08-04,Inventariable,Pieza,50006063,TRUE
MIN-0170,6064,CARDIGAN DE CORTE RECTO AZUL CIELO,,,,CARDIGAN,MINE,130,100,2025-08-04,Inventariable,Pieza,50006064,TRUE
MIN-0171,6065,CARDIGAN DE LINO BURDEOS,,,,CARDIGAN,MINE,222,185,2025-08-04,Inventariable,Pieza,50006065,TRUE
MIN-0172,6066,TOP CON ESTAMPADO FLORAL BLANCO,,,,TOP,MINE,269,224,2025-08-04,Inventariable,Pieza,50006066,TRUE
MIN-0173,6067,TOP DE LINO LILA,,,,TOP,MINE,149,114,2025-08-04,Inventariable,Pieza,50006067,TRUE
MIN-0174,6068,FALDA DE LINO BLANCO,,,,FALDA,MINE,267,222,2025-08-04,Inventariable,Pieza,50006068,TRUE
MIN-0175,6069,SHORT MANGA OBISPO ROSA PASTEL,,,,SHORT,MINE,262,218,2025-08-04,Inventariable,Pieza,50006069,TRUE
MIN-0176,6070,ENTERIZO DE LINO AZUL MARINO,,,,ENTERIZO,MINE,216,166,2025-08-04,Inventariable,Pieza,50006070,TRUE
MIN-0177,6071,CROP TOP CON ESTAMPADO FLORAL ROSA PASTEL,,,,CROP,MINE,302,251,2025-08-04,Inventariable,Pieza,50006071,TRUE
MIN-0178,6072,BLUSA DE TEJIDO DENIM TERRACOTA,,,,BLUSA,MINE,310,258,2025-08-04,Inventariable,Pieza,50006072,TRUE
MIN-0179,6073,CAMISA CON OLANES LILA,,,,CAMISA,MINE,153,117,2025-08-04,Inventariable,Pieza,50006073,TRUE
BLA-0057,6074,FALDA DE CORTE RECTO ROSA PASTEL,,,,FALDA,BLASHE,190,146,2025-08-04,Inventariable,Pieza,50006074,TRUE
BLA-0058,6075,CROP TOP SATINADO LILA,,,,CROP,BLASHE,204,170,2025-08-04,Inventariable,Pieza,50006075,TRUE
BLA-0059,6076,FALDA CON LAZADA AZUL MARINO,,,,FALDA,BLASHE,203,169,2025-08-04,Inventariable,Pieza,50006076,TRUE
BLA-0060,6077,FALDA DE TEJIDO DENIM BLANCO,,,,FALDA,BLASHE,245,204,2025-08-04,Inventariable,Pieza,50006077,TRUE
BLA-0061,6078,SHORT DE CORTE RECTO BLANCO,,,,SHORT,BLASHE,199,153,2025-08-04,Inventariable,Pieza,50006078,TRUE
BLA-0062,6079,CARDIGAN PLISADO BURDEOS,,,,CARDIGAN,BLASHE,173,133,2025-08-04,Inventariable,Pieza,50006079,TRUE
BLA-0063,6080,CROP TOP CON BORDADO SUIZO ROSA PASTEL,,,,CROP,BLASHE,244,203,2025-08-04,Inventariable,Pieza,50006080,TRUE
BLA-0064,6081,FALDA DE LINO ROSA PASTEL,,,,FALDA,BLASHE,202,155,2025-08-04,Inventariable,Pieza,50006081,TRUE
WIL-0059,6082,BLUSA DE TEJIDO DENIM AZUL MARINO,,,,BLUSA,WILL B,276,230,2025-08-04,Inventariable,Pieza,50006082,TRUE
WIL-0060,6083,CAMISA DE LINO BLANCO,,,,CAMISA,WILL B,273,227,2025-08-04,Inventariable,Pieza,50006083,TRUE
WIL-0061,6084,CARDIGAN OVERSIZE BEIGE,,,,CARDIGAN,WILL B,267,222,2025-08-04,Inventariable,Pieza,50006084,TRUE
WIL-0062,6085,FALDA DE ENCAJE TERRACOTA,,,,FALDA,WILL B,252,210,2025-08-04,Inventariable,Pieza,50006085,TRUE
WIL-0063,6086,PANTALON CON LAZADA LILA,,,,PANTALON,WILL B,276,230,2025-08-04,Inventariable,Pieza,50006086,TRUE
WIL-0064,6087,FALDA MANGA OBISPO BEIGE,,,,FALDA,WILL B,274,228,2025-08-04,Inventariable,Pieza,50006087,TRUE
WIL-0065,6088,TOP SATINADO LILA,,,,TOP,WILL B,279,232,2025-08-04,Inventariable,Pieza,50006088,TRUE
WIL-0066,6089,BLUSA CON BORDADO SUIZO GRIS JASPE,,,,BLUSA,WILL B,297,247,2025-08-04,Inventariable,Pieza,50006089,TRUE
LOP-0090,6090,CARDIGAN CON BOTONES FRONTALES BLANCO,,,,CARDIGAN,LOVE POEM,218,181,2025-08-04,Inventariable,Pieza,50006090,TRUE
LOP-0091,6091,TOP DE LINO AZUL CIELO,,,,TOP,LOVE POEM,287,239,2025-08-04,Inventariable,Pieza,50006091,TRUE
LOP-0092,6092,CROP TOP SATINADO BLANCO,,,,CROP,LOVE POEM,305,254,2025-08-04,Inventariable,Pieza,50006092,TRUE
LOP-0093,6093,CAMISA DE LINO TERRACOTA,,,,CAMISA,LOVE POEM,134,103,2025-08-04,Inventariable,Pieza,50006093,TRUE
LOP-0094,6094,VESTIDO DE CORTE RECTO BURDEOS,,,,VESTIDO,LOVE POEM,234,195,2025-08-04,Inventariable,Pieza,50006094,TRUE
LOP-0095,6095,PANTALON OVERSIZE BEIGE,,,,PANTALON,LOVE POEM,329,274,2025-08-04,Inventariable,Pieza,50006095,TRUE
LOP-0096,6096,PANTALON DE ENCAJE BLANCO,,,,PANTALON,LOVE POEM,95,73,2025-08-04,Inventariable,Pieza,50006096,TRUE
LOP-0097,6097,FALDA CON OLANES BLANCO,,,,FALDA,LOVE POEM,167,128,2025-08-04,Inventariable,Pieza,50006097,TRUE
LOP-0098,6098,PANTALON CON BOTONES FRONTALES LILA,,,,PANTALON,LOVE POEM,299,249,2025-08-04,Inventariable,Pieza,50006098,TRUE
LOP-0099,6099,CAMISA DE ENCAJE ROSA PASTEL,,,,CAMISA,LOVE POEM,297,247,2025-08-04,Inventariable,Pieza,50006099,TRUE
LOP-0100,6100,CAMISA MANGA OBISPO AZUL MARINO,,,,CAMISA,LOVE POEM,94,72,2025-08-04,Inventariable,Pieza,50006100,TRUE
LOP-0101,6101,CAMISA CON BOTONES FRONTALES MOSTAZA,,,,CAMISA,LOVE POEM,208,173,2025-08-04,Inventariable,Pieza,50006101,TRUE
