id_ntc,id_venta,id_cliente,fecha,sku,descripcion,cantidad,precio,total
NTC-001675,NOT-030038,1,2025-09-09,LOR-0072,SHORT AJUSTADO VERDE ESMERALDA,1,214,214
NTC-001676,NOT-030060,1,2025-09-10,SAN-0052,TOP DE CORTE RECTO BLANCO,1,175,175
NTC-001677,NOT-030064,1,2025-09-10,GAL-0093,PANTALON SATINADO ROSA PASTEL,1,502,502
NTC-001678,NOT-030065,1,2025-09-10,OVI-0089,CARDIGAN AJUSTADO BLANCO,1,297,297
NTC-001679,NOT-030067,1,2025-09-10,PAP-0043,SHORT DE LINO AZUL CIELO,1,204,204
NTC-001680,NOT-030068,1,2025-09-10,LOT-0158,ENTERIZO DE LINO TERRACOTA,1,225,225
NTC-001681,NOT-030075,1,2025-09-10,LOR-0034,PANTALON SATINADO AZUL CIELO,1,379,379
NTC-001682,NOT-030086,1,2025-09-10,MIC-0229,CROP TOP AJUSTADO GRIS JASPE,1,211,211
NTC-001683,NOT-030094,1,2025-09-10,TAB-0049,SHORT DE LINO LILA,1,185,185
NTC-001684,NOT-030129,1,2025-09-11,LOR-0077,CROP TOP MANGA OBISPO NEGRO,1,315,315
NTC-001685,NOT-030142,1,2025-09-11,MIC-0101,CROP TOP CON BORDADO SUIZO CREMA,1,308,308
NTC-001686,NOT-030148,1,2025-09-11,MIC-0242,CROP TOP CON BOTONES FRONTALES ROSA PASTEL,1,175,175
NTC-001687,NOT-030164,1,2025-09-11,MIR-0007,CARDIGAN CON OLANES LILA,1,140,140
NTC-001688,NOT-030191,1,2025-09-12,BLA-0069,CARDIGAN PLISADO NEGRO,1,201,201
NTC-001689,NOT-030203,1,2025-09-12,GIL-0044,PANTALON MANGA OBISPO VERDE ESMERALDA,1,299,299
NTC-001690,NOT-030225,1,2025-09-13,INV-0020,VESTIDO DE CORTE RECTO GRIS JASPE,1,220,220
NTC-001691,NOT-030229,1,2025-09-13,TIM-0042,FALDA CON ESTAMPADO FLORAL ROSA PASTEL,1,234,234
NTC-001692,NOT-030238,1,2025-09-13,TIM-0071,TOP CON CUELLO EN V BEIGE,1,257,257
NTC-001693,NOT-030269,1,2025-09-13,LOT-0068,PANTALON DE CORTE RECTO GRIS JASPE,1,293,293
NTC-001694,NOT-030278,1,2025-09-14,TOS-0071,CARDIGAN CON OLANES ROSA PASTEL,1,238,238
NTC-001695,NOT-030322,1,2025-09-14,MIC-0241,CAMISA CON OLANES BEIGE,1,221,221
NTC-001696,NOT-030324,1,2025-09-14,MIN-0200,SHORT DE ENCAJE AZUL CIELO,1,216,216
NTC-001697,NOT-030334,1,2025-09-14,IJO-0030,CARDIGAN DE CORTE RECTO CREMA,1,215,215
NTC-001698,NOT-030351,1,2025-09-15,ACT-0253,CROP TOP CON BORDADO SUIZO LILA,1,206,206
NTC-001699,NOT-030352,1,2025-09-15,MIC-0180,VESTIDO CON LAZADA ROSA PASTEL,1,213,213
NTC-001700,NOT-030379,1,2025-09-15,LOH-0012,CROP TOP AJUSTADO VERDE ESMERALDA,1,281,281
NTC-001701,NOT-030398,1,2025-09-16,GIL-0032,BLUSA SATINADO BLANCO,1,366,366
NTC-001702,NOT-030457,1,2025-09-17,ACT-0131,CARDIGAN CON ESTAMPADO FLORAL VERDE ESMERALDA,1,340,340
NTC-001703,NOT-030459,1,2025-09-17,GIL-0042,FALDA CON LAZADA TERRACOTA,1,317,317
NTC-001704,NOT-030464,1,2025-09-17,LOT-0074,CARDIGAN CON ESTAMPADO FLORAL GRIS JASPE,1,287,287
NTC-001705,NOT-030474,1,2025-09-17,LOP-0091,TOP DE LINO AZUL CIELO,1,287,287
NTC-001706,NOT-030477,1,2025-09-17,LOR-0079,BLUSA CON BOTONES FRONTALES LILA,1,305,305
NTC-001707,NOT-030485,1,2025-09-17,SAN-0139,TOP DE TEJIDO DENIM CREMA,1,366,366
NTC-001708,NOT-030489,1,2025-09-17,ACG-0141,ENTERIZO DE CORTE RECTO BEIGE,1,248,248
NTC-001709,NOT-030515,1,2025-09-18,MIC-0279,SHORT CON BOTONES FRONTALES TERRACOTA,1,214,214
NTC-001710,NOT-030541,1,2025-09-18,LOR-0072,SHORT AJUSTADO VERDE ESMERALDA,1,214,214
NTC-001711,NOT-030581,1,2025-09-19,MIL-0036,ENTERIZO SATINADO ROSA PASTEL,1,268,268
NTC-001712,NOT-030581,1,2025-09-19,SHE-0135,CROP TOP AJUSTADO TERRACOTA,1,254,254
NTC-001713,NOT-030608,1,2025-09-20,MIC-0238,BLUSA MANGA OBISPO CREMA,1,293,293
NTC-001714,NOT-030610,1,2025-09-20,CHO-0031,VESTIDO CON OLANES CREMA,1,328,328
NTC-001715,NOT-030655,1,2025-09-21,LOP-0118,VESTIDO CON CUELLO EN V NEGRO,1,163,163
NTC-001716,NOT-030659,1,2025-09-21,OVI-0115,ENTERIZO DE ENCAJE CREMA,1,344,344
NTC-001717,NOT-030709,1,2025-09-22,IJO-0028,FALDA CON CUELLO EN V LILA,1,206,206
NTC-001718,NOT-030750,1,2025-09-23,AMB-0144,BLUSA OVERSIZE VERDE ESMERALDA,1,239,239
NTC-001719,NOT-030753,1,2025-09-23,ONE-0048,CROP TOP AJUSTADO AZUL MARINO,1,593,593
NTC-001720,NOT-030759,1,2025-09-23,LOV-0060,CARDIGAN DE LINO AZUL MARINO,1,179,179
NTC-001721,NOT-030782,1,2025-09-23,ACT-0226,PANTALON CON LAZADA BEIGE,1,372,372
NTC-001722,NOT-030787,1,2025-09-23,LOP-0127,VESTIDO CON BOTONES FRONTALES GRIS JASPE,1,306,306
NTC-001723,NOT-030805,1,2025-09-24,FAS-0040,CROP TOP CON LAZADA NEGRO,1,192,192
NTC-001724,NOT-030809,1,2025-09-24,MIC-0078,ENTERIZO OVERSIZE MOSTAZA,1,287,287
NTC-001725,NOT-030824,1,2025-09-24,NEW-0098,TOP CON OLANES BEIGE,1,233,233
NTC-001726,NOT-030836,1,2025-09-24,MIC-0134,CROP TOP DE CORTE RECTO NEGRO,1,298,298
NTC-001727,NOT-030836,1,2025-09-24,LOT-0068,PANTALON DE CORTE RECTO GRIS JASPE,1,293,293
NTC-001728,NOT-030857,1,2025-09-25,MIC-0237,ENTERIZO ACANALADO TERRACOTA,1,272,272
NTC-001729,NOT-030857,1,2025-09-25,OVE-0106,TOP AJUSTADO LILA,1,279,279
NTC-001730,NOT-030860,1,2025-09-25,MIC-0213,BLUSA CON BOTONES FRONTALES BURDEOS,1,206,206
NTC-001731,NOT-030862,1,2025-09-25,MIN-0177,CROP TOP CON ESTAMPADO FLORAL ROSA PASTEL,1,302,302
NTC-001732,NOT-030864,1,2025-09-25,OVE-0106,TOP AJUSTADO LILA,1,279,279
NTC-001733,NOT-030896,1,2025-09-25,OVE-0092,CARDIGAN MANGA OBISPO TERRACOTA,1,208,208
NTC-001734,NOT-030904,1,2025-09-26,ACT-0251,VESTIDO DE ENCAJE BLANCO,1,211,211
NTC-001735,NOT-030965,1,2025-09-27,MIR-0042,VESTIDO CON LAZADA BEIGE,1,163,163
NTC-001736,NOT-030989,1,2025-09-27,LOT-0109,ENTERIZO CON OLANES GRIS JASPE,1,294,294
NTC-001737,NOT-030992,1,2025-09-27,GAL-0092,CAMISA OVERSIZE BURDEOS,1,206,206
NTC-001738,NOT-031001,1,2025-09-27,ACT-0254,FALDA ACANALADO ROSA PASTEL,1,231,231
NTC-001739,NOT-031007,1,2025-09-27,MIN-0189,ENTERIZO CON ESTAMPADO FLORAL GRIS JASPE,1,155,155
NTC-001740,NOT-031024,1,2025-09-28,TEE-0106,CAMISA MANGA OBISPO CREMA,1,142,142
NTC-001741,NOT-031025,1,2025-09-28,ACT-0246,BLUSA DE LINO CREMA,1,98,98
NTC-001742,NOT-031048,1,2025-09-28,CAM-0085,VESTIDO CON LAZADA VERDE ESMERALDA,1,429,429
NTC-001743,NOT-031100,1,2025-10-02,RUN-0017,FALDA CON BORDADO SUIZO GRIS JASPE,1,211,211
NTC-001744,NOT-031119,1,2025-10-03,LOP-0128,SHORT DE TEJIDO DENIM TERRACOTA,1,257,257
NTC-001745,NOT-031132,1,2025-10-03,SHE-0099,FALDA DE ENCAJE NEGRO,1,254,254
NTC-001746,NOT-031161,1,2025-10-05,VIN-0099,CROP TOP CON OLANES BEIGE,1,315,315
NTC-001747,NOT-031166,1,2025-10-05,ACT-0282,CARDIGAN AJUSTADO BLANCO,1,207,207
NTC-001748,NOT-031194,1,2025-10-05,ACT-0285,CAMISA DE ENCAJE BLANCO,1,256,256
NTC-001749,NOT-031200,1,2025-10-05,IJO-0032,PANTALON OVERSIZE NEGRO,1,267,267
NTC-001750,NOT-031204,1,2025-10-05,ACT-0283,PANTALON PLISADO AZUL MARINO,1,167,167
NTC-001751,NOT-031211,1,2025-10-05,VIN-0095,VESTIDO CON BORDADO SUIZO VERDE ESMERALDA,1,186,186
NTC-001752,NOT-031229,1,2025-10-06,TOP-0066,PANTALON SATINADO CREMA,1,273,273
NTC-001753,NOT-031240,1,2025-10-06,LOT-0069,SHORT CON ESTAMPADO FLORAL LILA,1,226,226
NTC-001754,NOT-031262,1,2025-10-06,LIZ-0117,TOP CON CUELLO EN V BURDEOS,1,298,298
NTC-001755,NOT-031276,1,2025-10-06,GLA-0091,TOP CON BORDADO SUIZO AZUL MARINO,1,359,359
NTC-001756,NOT-031376,1,2025-10-07,EST-0058,SHORT PLISADO BEIGE,1,279,279
NTC-001757,NOT-031378,1,2025-10-07,MIC-0138,VESTIDO CON BOTONES FRONTALES BURDEOS,1,269,269
NTC-001758,NOT-031401,1,2025-10-07,MIC-0179,FALDA DE ENCAJE CREMA,1,206,206
NTC-001759,NOT-031443,1,2025-10-07,EST-0061,PANTALON CON ESTAMPADO FLORAL BLANCO,1,302,302
NTC-001760,NOT-031464,1,2025-10-08,MIC-0274,VESTIDO CON OLANES AZUL MARINO,1,228,228
NTC-001761,NOT-031485,1,2025-10-08,ONT-0145,TOP CON BORDADO SUIZO AZUL CIELO,1,460,460
NTC-001762,NOT-031499,1,2025-10-08,LOR-0055,PANTALON MANGA OBISPO AZUL MARINO,1,385,385
NTC-001763,NOT-031500,1,2025-10-08,OVE-0073,FALDA AJUSTADO BEIGE,1,238,238
NTC-001764,NOT-031501,1,2025-10-08,EST-0065,VESTIDO CON OLANES NEGRO,1,359,359
NTC-001765,NOT-031539,1,2025-10-08,MIC-0264,SHORT CON OLANES BURDEOS,1,246,246
NTC-001766,NOT-031564,1,2025-10-09,ONT-0138,BLUSA SATINADO BEIGE,1,386,386
NTC-001767,NOT-031570,1,2025-10-09,MIC-0261,VESTIDO AJUSTADO GRIS JASPE,1,300,300
NTC-001768,NOT-031588,1,2025-10-09,LIZ-0112,BLUSA CON BORDADO SUIZO LILA,1,478,478
NTC-001769,NOT-031592,1,2025-10-09,CAM-0090,TOP DE TEJIDO DENIM GRIS JASPE,1,305,305
NTC-001770,NOT-031597,1,2025-10-09,MIC-0272,CROP TOP DE ENCAJE ROSA PASTEL,1,254,254
NTC-001771,NOT-031615,1,2025-10-09,MIN-0199,VESTIDO CON LAZADA TERRACOTA,1,233,233
NTC-001772,NOT-031630,1,2025-10-09,MUY-0070,VESTIDO PLISADO AZUL MARINO,1,364,364
NTC-001773,NOT-031646,1,2025-10-09,LOT-0199,ENTERIZO SATINADO BLANCO,1,160,160
NTC-001774,NOT-031667,1,2025-10-09,GLA-0085,PANTALON DE LINO BEIGE,1,321,321
NTC-001775,NOT-031675,1,2025-10-10,MIC-0270,SHORT CON OLANES BURDEOS,1,262,262
NTC-001776,NOT-031697,1,2025-10-10,MIC-0269,VESTIDO AJUSTADO BEIGE,1,167,167
NTC-001777,NOT-031743,1,2025-10-10,MIC-0264,SHORT CON OLANES BURDEOS,1,246,246
NTC-001778,NOT-031783,1,2025-10-11,MIN-0013,ENTERIZO DE ENCAJE MOSTAZA,1,286,286
NTC-001779,NOT-031804,1,2025-10-11,GEE-0021,PANTALON DE TEJIDO DENIM NEGRO,1,318,318
NTC-001780,NOT-031815,1,2025-10-11,TOS-0093,VESTIDO CON BOTONES FRONTALES BEIGE,1,290,290
NTC-001781,NOT-031816,1,2025-10-11,AMB-0153,TOP DE TEJIDO DENIM VERDE ESMERALDA,1,207,207
NTC-001782,NOT-031823,1,2025-10-11,ACT-0294,PANTALON CON BORDADO SUIZO VERDE ESMERALDA,1,201,201
NTC-001783,NOT-031849,1,2025-10-11,DAN-0024,ENTERIZO DE CORTE RECTO ROSA PASTEL,1,257,257
NTC-001784,NOT-031861,1,2025-10-12,BLA-0076,VESTIDO AJUSTADO ROSA PASTEL,1,175,175
NTC-001785,NOT-031911,1,2025-10-12,GLA-0012,ENTERIZO DE CORTE RECTO CREMA,1,230,230
NTC-001786,NOT-031922,1,2025-10-12,BLA-0077,CROP TOP DE TEJIDO DENIM GRIS JASPE,1,199,199
NTC-001787,NOT-031941,1,2025-10-13,GLA-0087,TOP DE CORTE RECTO NEGRO,1,310,310
NTC-001788,NOT-031949,1,2025-10-13,VIN-0092,ENTERIZO CON CUELLO EN V MOSTAZA,1,333,333
NTC-001789,NOT-031981,1,2025-10-13,LIZ-0114,CARDIGAN ACANALADO VERDE ESMERALDA,1,421,421
NTC-001790,NOT-032030,1,2025-10-14,GLA-0087,TOP DE CORTE RECTO NEGRO,1,310,310
NTC-001791,NOT-032059,1,2025-10-15,ONT-0107,FALDA ACANALADO GRIS JASPE,1,456,456
NTC-001792,NOT-032088,1,2025-10-15,AMB-0152,PANTALON CON BORDADO SUIZO AZUL MARINO,1,140,140
NTC-001793,NOT-032089,1,2025-10-15,ACT-0156,CARDIGAN AJUSTADO LILA,1,173,173
NTC-001794,NOT-032129,1,2025-10-16,LOT-0204,VESTIDO DE LINO TERRACOTA,1,321,321
NTC-001795,NOT-032155,1,2025-10-16,TOS-0086,TOP ACANALADO LILA,1,293,293
NTC-001796,NOT-032215,1,2025-10-17,IRI-0101,BLUSA CON OLANES BLANCO,1,140,140
NTC-001797,NOT-032216,1,2025-10-17,MIN-0228,FALDA OVERSIZE BEIGE,1,297,297
NTC-001798,NOT-032222,1,2025-10-17,LIZ-0114,CARDIGAN ACANALADO VERDE ESMERALDA,1,421,421
NTC-001799,NOT-032242,1,2025-10-17,IJO-0079,ENTERIZO MANGA OBISPO MOSTAZA,1,321,321
NTC-001800,NOT-032246,1,2025-10-17,MIN-0221,VESTIDO CON CUELLO EN V TERRACOTA,1,146,146
NTC-001801,NOT-032282,1,2025-10-18,IRI-0102,CARDIGAN CON BORDADO SUIZO LILA,1,150,150
NTC-001802,NOT-032294,1,2025-10-18,EVE-0049,SHORT CON ESTAMPADO FLORAL VERDE ESMERALDA,1,263,263
NTC-001803,NOT-032296,1,2025-10-18,BAM-0063,CAMISA AJUSTADO MOSTAZA,1,589,589
NTC-001804,NOT-032302,1,2025-10-18,LIZ-0111,FALDA CON CUELLO EN V BLANCO,1,195,195
NTC-001805,NOT-032303,1,2025-10-18,AVA-0104,CAMISA AJUSTADO CREMA,1,194,194
NTC-001806,NOT-032308,1,2025-10-18,STE-0020,CROP TOP ACANALADO ROSA PASTEL,1,154,154
NTC-001807,NOT-032317,1,2025-10-18,MIC-0274,VESTIDO CON OLANES AZUL MARINO,1,228,228
NTC-001808,NOT-032318,1,2025-10-18,MIR-0055,TOP CON BOTONES FRONTALES ROSA PASTEL,1,173,173
NTC-001809,NOT-032327,1,2025-10-18,TRE-0029,CARDIGAN DE CORTE RECTO LILA,1,186,186
NTC-001810,NOT-032342,1,2025-10-19,MIN-0230,VESTIDO DE TEJIDO DENIM ROSA PASTEL,1,120,120
NTC-001811,NOT-032366,1,2025-10-19,AVA-0107,CROP TOP ACANALADO CREMA,1,169,169
NTC-001812,NOT-032388,1,2025-10-19,MIC-0270,SHORT CON OLANES BURDEOS,1,262,262
NTC-001813,NOT-032394,1,2025-10-19,FAS-0068,SHORT DE CORTE RECTO CREMA,1,188,188
NTC-001814,NOT-032403,1,2025-10-20,IJO-0081,CARDIGAN CON BORDADO SUIZO GRIS JASPE,1,362,362
NTC-001815,NOT-032429,1,2025-10-20,IJO-0083,BLUSA CON OLANES GRIS JASPE,1,354,354
NTC-001816,NOT-032430,1,2025-10-20,MIN-0224,CAMISA SATINADO ROSA PASTEL,1,244,244
NTC-001817,NOT-032442,1,2025-10-20,MIN-0019,CARDIGAN ACANALADO TERRACOTA,1,128,128
NTC-001818,NOT-032463,1,2025-10-20,OVI-0070,SHORT CON BOTONES FRONTALES TERRACOTA,1,353,353
NTC-001819,NOT-032488,1,2025-10-21,DAZ-0019,CROP TOP MANGA OBISPO ROSA PASTEL,1,379,379
NTC-001820,NOT-032494,1,2025-10-21,MIC-0131,ENTERIZO DE CORTE RECTO GRIS JASPE,1,203,203
NTC-001821,NOT-032502,1,2025-10-21,IRI-0103,PANTALON DE TEJIDO DENIM MOSTAZA,1,147,147
NTC-001822,NOT-032534,1,2025-10-21,IJO-0081,CARDIGAN CON BORDADO SUIZO GRIS JASPE,1,362,362
NTC-001823,NOT-032534,1,2025-10-21,ONT-0138,BLUSA SATINADO BEIGE,1,386,386
NTC-001824,NOT-032563,1,2025-10-22,LOP-0119,BLUSA PLISADO TERRACOTA,1,352,352
NTC-001825,NOT-032582,1,2025-10-22,LOT-0199,ENTERIZO SATINADO BLANCO,1,160,160
NTC-001826,NOT-032582,1,2025-10-22,LOT-0090,PANTALON CON BORDADO SUIZO LILA,1,221,221
NTC-001827,NOT-032604,1,2025-10-22,AVA-0109,FALDA CON BOTONES FRONTALES TERRACOTA,1,180,180
NTC-001828,NOT-032660,1,2025-10-23,DAZ-0021,TOP AJUSTADO MOSTAZA,1,388,388
NTC-001829,NOT-032675,1,2025-10-23,MIC-0259,PANTALON OVERSIZE CREMA,1,311,311
NTC-001830,NOT-032687,1,2025-10-24,LIZ-0115,CROP TOP MANGA OBISPO BLANCO,1,526,526
NTC-001831,NOT-032692,1,2025-10-24,MIC-0307,TOP DE ENCAJE LILA,1,123,123
NTC-001832,NOT-032704,1,2025-10-24,TOS-0085,SHORT DE CORTE RECTO ROSA PASTEL,1,272,272
NTC-001833,NOT-032709,1,2025-10-24,ACT-0277,BLUSA CON LAZADA BURDEOS,1,345,345
NTC-001834,NOT-032729,1,2025-10-24,ACT-0279,SHORT CON BORDADO SUIZO BEIGE,1,216,216
NTC-001835,NOT-032733,1,2025-10-24,MIC-0270,SHORT CON OLANES BURDEOS,1,262,262
NTC-001836,NOT-032733,1,2025-10-24,MIC-0267,CAMISA CON LAZADA AZUL CIELO,1,255,255
NTC-001837,NOT-032743,1,2025-10-24,AMB-0149,CARDIGAN ACANALADO LILA,1,108,108
NTC-001838,NOT-032748,1,2025-10-24,ACT-0272,SHORT CON LAZADA AZUL CIELO,1,273,273
NTC-001839,NOT-032749,1,2025-10-24,MIN-0146,VESTIDO ACANALADO MOSTAZA,1,128,128
NTC-001840,NOT-032751,1,2025-10-24,BAM-0065,TOP DE LINO TERRACOTA,1,518,518
NTC-001841,NOT-032754,1,2025-10-24,LEE-0059,CARDIGAN ACANALADO VERDE ESMERALDA,1,524,524
NTC-001842,NOT-032785,1,2025-10-25,ACT-0273,CAMISA DE CORTE RECTO MOSTAZA,1,263,263
NTC-001843,NOT-032800,1,2025-10-25,GEE-0026,ENTERIZO OVERSIZE TERRACOTA,1,318,318
NTC-001844,NOT-032819,1,2025-10-25,TOS-0092,CARDIGAN DE ENCAJE VERDE ESMERALDA,1,342,342
NTC-001845,NOT-032821,1,2025-10-26,EDI-0053,CROP TOP PLISADO TERRACOTA,1,250,250
NTC-001846,NOT-032867,1,2025-10-26,EDI-0085,CARDIGAN DE TEJIDO DENIM MOSTAZA,1,342,342
NTC-001847,NOT-032885,1,2025-10-26,VIN-0100,PANTALON SATINADO BLANCO,1,352,352
NTC-001848,NOT-032900,1,2025-10-27,MIC-0131,ENTERIZO DE CORTE RECTO GRIS JASPE,1,203,203
NTC-001849,NOT-032953,1,2025-10-27,CAM-0088,VESTIDO CON OLANES MOSTAZA,1,274,274
NTC-001850,NOT-032960,1,2025-10-28,ACT-0282,CARDIGAN AJUSTADO BLANCO,1,207,207
NTC-001851,NOT-032988,1,2025-10-28,TOS-0084,BLUSA AJUSTADO NEGRO,1,346,346
NTC-001852,NOT-032993,1,2025-10-28,GEE-0027,FALDA CON LAZADA NEGRO,1,318,318
NTC-001853,NOT-032993,1,2025-10-28,IJO-0083,BLUSA CON OLANES GRIS JASPE,1,354,354
NTC-001854,NOT-032995,1,2025-10-28,VIN-0042,BLUSA DE ENCAJE CREMA,1,433,433
NTC-001855,NOT-033016,1,2025-10-28,INV-0023,BLUSA AJUSTADO BEIGE,1,258,258
NTC-001856,NOT-033016,1,2025-10-28,ACT-0324,CARDIGAN CON CUELLO EN V LILA,1,245,245
NTC-001857,NOT-033052,1,2025-11-02,LOT-0207,FALDA DE ENCAJE GRIS JASPE,1,257,257
NTC-001858,NOT-033059,1,2025-11-02,MIC-0264,SHORT CON OLANES BURDEOS,1,246,246
NTC-001859,NOT-033061,1,2025-11-02,MIC-0051,TOP CON BORDADO SUIZO BLANCO,1,249,249
NTC-001860,NOT-033067,1,2025-11-02,IJO-0030,CARDIGAN DE CORTE RECTO CREMA,1,215,215
NTC-001861,NOT-033093,1,2025-11-03,EDI-0036,BLUSA CON ESTAMPADO FLORAL ROSA PASTEL,1,441,441
NTC-001862,NOT-033120,1,2025-11-05,MIC-0232,SHORT DE LINO BLANCO,1,233,233
NTC-001863,NOT-033151,1,2025-11-06,LOT-0223,TOP DE ENCAJE VERDE ESMERALDA,1,221,221
NTC-001864,NOT-033161,1,2025-11-06,LIZ-0122,CARDIGAN CON OLANES AZUL MARINO,1,155,155
NTC-001865,NOT-033198,1,2025-11-06,BET-0075,CROP TOP CON BOTONES FRONTALES ROSA PASTEL,1,341,341
NTC-001866,NOT-033217,1,2025-11-06,ONE-0059,SHORT CON ESTAMPADO FLORAL AZUL MARINO,1,378,378
NTC-001867,NOT-033233,1,2025-11-07,EDI-0096,CROP TOP DE ENCAJE AZUL CIELO,1,268,268
NTC-001868,NOT-033242,1,2025-11-07,IFS-0047,CAMISA MANGA OBISPO BLANCO,1,315,315
NTC-001869,NOT-033255,1,2025-11-07,GAL-0102,TOP DE TEJIDO DENIM ROSA PASTEL,1,296,296
NTC-001870,NOT-033259,1,2025-11-07,ACT-0304,TOP CON CUELLO EN V AZUL CIELO,1,201,201
NTC-001871,NOT-033260,1,2025-11-07,LOT-0216,ENTERIZO ACANALADO GRIS JASPE,1,221,221
NTC-001872,NOT-033281,1,2025-11-07,LOR-0051,CROP TOP CON LAZADA MOSTAZA,1,408,408
NTC-001873,NOT-033304,1,2025-11-07,MIC-0290,CAMISA CON ESTAMPADO FLORAL BURDEOS,1,188,188
NTC-001874,NOT-033311,1,2025-11-07,GAL-0023,CARDIGAN SATINADO AZUL MARINO,1,424,424
NTC-001875,NOT-033314,1,2025-11-07,LIZ-0119,FALDA OVERSIZE MOSTAZA,1,197,197
NTC-001876,NOT-033387,1,2025-11-08,ACT-0292,VESTIDO ACANALADO MOSTAZA,1,107,107
NTC-001877,NOT-033402,1,2025-11-08,IRI-0105,CROP TOP CON ESTAMPADO FLORAL TERRACOTA,1,112,112
NTC-001878,NOT-033408,1,2025-11-08,MIN-0249,PANTALON CON ESTAMPADO FLORAL TERRACOTA,1,318,318
NTC-001879,NOT-033416,1,2025-11-08,MIR-0053,TOP PLISADO VERDE ESMERALDA,1,159,159
NTC-001880,NOT-033446,1,2025-11-09,GAL-0103,PANTALON PLISADO LILA,1,213,213
NTC-001881,NOT-033478,1,2025-11-09,GLA-0104,SHORT PLISADO ROSA PASTEL,1,209,209
NTC-001882,NOT-033487,1,2025-11-09,IRI-0039,TOP MANGA OBISPO VERDE ESMERALDA,1,150,150
NTC-001883,NOT-033492,1,2025-11-09,LOT-0219,FALDA AJUSTADO BURDEOS,1,163,163
NTC-001884,NOT-033522,1,2025-11-09,MUY-0088,ENTERIZO CON LAZADA BURDEOS,1,172,172
NTC-001885,NOT-033523,1,2025-11-09,SHE-0038,PANTALON CON BOTONES FRONTALES BEIGE,1,202,202
NTC-001886,NOT-033524,1,2025-11-09,ACT-0313,PANTALON OVERSIZE VERDE ESMERALDA,1,371,371
NTC-001887,NOT-033526,1,2025-11-09,ACT-0308,VESTIDO AJUSTADO AZUL CIELO,1,204,204
NTC-001888,NOT-033529,1,2025-11-09,CAM-0107,FALDA PLISADO CREMA,1,342,342
NTC-001889,NOT-033568,1,2025-11-10,MIC-0290,CAMISA CON ESTAMPADO FLORAL BURDEOS,1,188,188
NTC-001890,NOT-033616,1,2025-11-10,MIC-0293,SHORT DE TEJIDO DENIM BURDEOS,1,151,151
NTC-001891,NOT-033627,1,2025-11-10,ACG-0095,BLUSA DE CORTE RECTO GRIS JASPE,1,203,203
NTC-001892,NOT-033628,1,2025-11-10,MIC-0292,SHORT OVERSIZE BLANCO,1,134,134
NTC-001893,NOT-033630,1,2025-11-10,MIC-0310,CROP TOP CON LAZADA CREMA,1,184,184
NTC-001894,NOT-033637,1,2025-11-10,LOT-0220,CARDIGAN CON BOTONES FRONTALES BURDEOS,1,173,173
NTC-001895,NOT-033647,1,2025-11-11,LOV-0043,CROP TOP CON BORDADO SUIZO GRIS JASPE,1,222,222
NTC-001896,NOT-033684,1,2025-11-11,LIZ-0123,PANTALON CON ESTAMPADO FLORAL LILA,1,358,358
NTC-001897,NOT-033689,1,2025-11-11,ACT-0219,CAMISA DE CORTE RECTO MOSTAZA,1,324,324
NTC-001898,NOT-033694,1,2025-11-11,ZEN-0063,SHORT DE ENCAJE AZUL CIELO,1,251,251
NTC-001899,NOT-033700,1,2025-11-11,LOT-0218,SHORT CON OLANES TERRACOTA,1,214,214
NTC-001900,NOT-033735,1,2025-11-12,LIZ-0120,TOP SATINADO BEIGE,1,463,463
NTC-001901,NOT-033760,1,2025-11-12,HYF-0117,CAMISA CON LAZADA MOSTAZA,1,358,358
NTC-001902,NOT-033794,1,2025-11-13,MIC-0289,PANTALON OVERSIZE BURDEOS,1,227,227
NTC-001903,NOT-033824,1,2025-11-13,HYF-0114,FALDA CON ESTAMPADO FLORAL MOSTAZA,1,306,306
NTC-001904,NOT-033826,1,2025-11-13,MIC-0294,PANTALON MANGA OBISPO ROSA PASTEL,1,230,230
NTC-001905,NOT-033859,1,2025-11-14,LOT-0217,CAMISA CON ESTAMPADO FLORAL NEGRO,1,326,326
NTC-001906,NOT-033899,1,2025-11-14,LIZ-0122,CARDIGAN CON OLANES AZUL MARINO,1,155,155
NTC-001907,NOT-033902,1,2025-11-14,IJO-0098,TOP OVERSIZE CREMA,1,281,281
NTC-001908,NOT-033902,1,2025-11-14,MIS-0023,BLUSA CON BOTONES FRONTALES MOSTAZA,1,320,320
NTC-001909,NOT-033907,1,2025-11-14,LOT-0112,CAMISA DE TEJIDO DENIM MOSTAZA,1,275,275
NTC-001910,NOT-033922,1,2025-11-14,ACT-0311,CAMISA CON LAZADA BLANCO,1,340,340
NTC-001911,NOT-033922,1,2025-11-14,LEE-0145,CAMISA CON ESTAMPADO FLORAL NEGRO,1,561,561
NTC-001912,NOT-033935,1,2025-11-15,BET-0080,VESTIDO DE ENCAJE ROSA PASTEL,1,357,357
NTC-001913,NOT-033955,1,2025-11-15,MIN-0250,BLUSA DE TEJIDO DENIM NEGRO,1,117,117
NTC-001914,NOT-033979,1,2025-11-15,LOL-0029,CARDIGAN DE LINO BLANCO,1,274,274
NTC-001915,NOT-033989,1,2025-11-15,SAN-0103,SHORT CON ESTAMPADO FLORAL AZUL MARINO,1,269,269
NTC-001916,NOT-034031,1,2025-11-16,SAN-0055,CAMISA MANGA OBISPO CREMA,1,336,336
