folio,sku,descripcion,cantidad,precio_unitario,impuesto,descuento,subtotal,importe,fecha,registro_nombre,usuario_autorizo_nombre,marca
PO-000911,IRI-0100,PANTALON SATINADO AZUL CIELO,21,125,16,0,2625,3045,2025-10-05,USUARIO1,ADMIN1,IRIS
PO-000911,IRI-0101,BLUSA CON OLANES BLANCO,21,107,16,0,2247,2606.52,2025-10-05,USUARIO1,ADMIN1,IRIS
PO-000911,IRI-0102,CARDIGAN CON BORDADO SUIZO LILA,21,115,16,0,2415,2801.4,2025-10-05,USUARIO1,ADMIN1,IRIS
PO-000911,IRI-0103,PANTALON DE TEJIDO DENIM MOSTAZA,18,113,16,0,2034,2359.44,2025-10-05,USUARIO1,ADMIN1,IRIS
PO-000911,IRI-0104,CROP TOP CON BORDADO SUIZO VERDE ESMERALDA,21,130,16,0,2730,3166.8,2025-10-05,USUARIO1,ADMIN1,IRIS
PO-000912,CAM-0087,CARDIGAN MANGA OBISPO CREMA,9,239,16,0,2151,2495.16,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0088,VESTIDO CON OLANES MOSTAZA,9,228,16,0,2052,2380.32,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0089,TOP DE LINO BEIGE,9,446,16,0,4014,4656.24,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0090,TOP DE TEJIDO DENIM GRIS JASPE,9,254,16,0,2286,2651.76,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0091,CAMISA MANGA OBISPO NEGRO,9,323,16,0,2907,3372.12,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0092,ENTERIZO DE LINO BEIGE,9,252,16,0,2268,2630.88,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0093,PANTALON CON BOTONES FRONTALES LILA,9,419,16,0,3771,4374.36,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0094,BLUSA CON BORDADO SUIZO CREMA,9,322,16,0,2898,3361.68,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0095,FALDA CON OLANES AZUL MARINO,12,320,16,0,3840,4454.4,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0096,CAMISA CON BOTONES FRONTALES BEIGE,12,269,16,0,3228,3744.48,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0097,PANTALON CON OLANES AZUL MARINO,9,418,16,0,3762,4363.92,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000912,CAM-0098,BLUSA CON BOTONES FRONTALES NEGRO,12,356,16,0,4272,4955.52,2025-10-05,USUARIO1,ADMIN1,CAMEO
PO-000913,BLA-0070,CAMISA SATINADO GRIS JASPE,9,194,16,0,1746,2025.36,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000913,BLA-0071,CARDIGAN CON BORDADO SUIZO ROSA PASTEL,9,164,16,0,1476,1712.16,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000913,BLA-0072,CAMISA CON BORDADO SUIZO NEGRO,9,173,16,0,1557,1806.12,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000913,BLA-0073,ENTERIZO MANGA OBISPO AZUL MARINO,9,179,16,0,1611,1868.76,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000913,BLA-0074,SHORT CON BORDADO SUIZO TERRACOTA,9,168,16,0,1512,1753.92,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000913,BLA-0075,CARDIGAN CON ESTAMPADO FLORAL LILA,9,139,16,0,1251,1451.16,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000913,BLA-0076,VESTIDO AJUSTADO ROSA PASTEL,12,134,16,0,1608,1865.28,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000913,BLA-0077,CROP TOP DE TEJIDO DENIM GRIS JASPE,12,153,16,0,1836,2129.76,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000913,BLA-0078,FALDA CON OLANES BEIGE,9,208,16,0,1872,2171.52,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000913,BLA-0079,TOP MANGA OBISPO GRIS JASPE,12,202,16,0,2424,2811.84,2025-10-05,USUARIO1,ADMIN1,BLASHE
PO-000914,ONT-0135,TOP CON BORDADO SUIZO BURDEOS,21,275,16,0,5775,6699,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0136,FALDA AJUSTADO ROSA PASTEL,24,420,16,0,10080,11692.8,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0137,SHORT CON LAZADA VERDE ESMERALDA,21,461,16,0,9681,11229.96,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0138,BLUSA SATINADO BEIGE,24,321,16,0,7704,8936.64,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0139,FALDA MANGA OBISPO ROSA PASTEL,24,224,16,0,5376,6236.16,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0140,TOP MANGA OBISPO BURDEOS,21,312,16,0,6552,7600.32,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0141,PANTALON DE LINO VERDE ESMERALDA,24,287,16,0,6888,7990.08,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0142,FALDA CON ESTAMPADO FLORAL LILA,24,304,16,0,7296,8463.36,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0143,CAMISA PLISADO BLANCO,21,435,16,0,9135,10596.6,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0144,CROP TOP CON ESTAMPADO FLORAL CREMA,24,370,16,0,8880,10300.8,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0145,TOP CON BORDADO SUIZO AZUL CIELO,24,400,16,0,9600,11136,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0146,ENTERIZO DE CORTE RECTO VERDE ESMERALDA,21,248,16,0,5208,6041.28,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0147,CARDIGAN CON CUELLO EN V AZUL MARINO,24,206,16,0,4944,5735.04,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0148,TOP CON CUELLO EN V BEIGE,24,228,16,0,5472,6347.52,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0149,ENTERIZO CON OLANES NEGRO,21,241,16,0,5061,5870.76,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000914,ONT-0150,SHORT CON BORDADO SUIZO BURDEOS,24,272,16,0,6528,7572.48,2025-10-05,USUARIO1,ADMIN1,ONTWELFTH
PO-000915,MIC-0257,CARDIGAN PLISADO VERDE ESMERALDA,57,155,16,0,8835,10248.6,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0258,CROP TOP CON BOTONES FRONTALES CREMA,57,252,16,0,14364,16662.24,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0259,PANTALON OVERSIZE CREMA,57,259,16,0,14763,17125.08,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0260,CARDIGAN CON CUELLO EN V LILA,57,91,16,0,5187,6016.92,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0261,VESTIDO AJUSTADO GRIS JASPE,57,250,16,0,14250,16530,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0262,VESTIDO DE ENCAJE TERRACOTA,57,197,16,0,11229,13025.64,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0263,CARDIGAN SATINADO VERDE ESMERALDA,57,175,16,0,9975,11571,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0264,SHORT CON OLANES BURDEOS,57,205,16,0,11685,13554.6,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0265,ENTERIZO CON LAZADA AZUL CIELO,60,118,16,0,7080,8212.8,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0266,BLUSA AJUSTADO NEGRO,60,242,16,0,14520,16843.2,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0267,CAMISA CON LAZADA AZUL CIELO,57,212,16,0,12084,14017.44,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0268,CROP TOP OVERSIZE GRIS JASPE,60,104,16,0,6240,7238.4,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0269,VESTIDO AJUSTADO BEIGE,60,128,16,0,7680,8908.8,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0270,SHORT CON OLANES BURDEOS,57,218,16,0,12426,14414.16,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0271,FALDA CON CUELLO EN V AZUL CIELO,60,153,16,0,9180,10648.8,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0272,CROP TOP DE ENCAJE ROSA PASTEL,60,211,16,0,12660,14685.6,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0273,FALDA CON LAZADA BLANCO,57,96,16,0,5472,6347.52,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000915,MIC-0274,VESTIDO CON OLANES AZUL MARINO,60,190,16,0,11400,13224,2025-10-05,USUARIO1,ADMIN1,MICHEL
PO-000916,GLA-0083,CAMISA CON BORDADO SUIZO VERDE ESMERALDA,21,273,16,0,5733,6650.28,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0084,CARDIGAN DE ENCAJE TERRACOTA,21,270,16,0,5670,6577.2,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0085,PANTALON DE LINO BEIGE,21,267,16,0,5607,6504.12,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0086,CROP TOP DE CORTE RECTO AZUL CIELO,21,302,16,0,6342,7356.72,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0087,TOP DE CORTE RECTO NEGRO,21,258,16,0,5418,6284.88,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0088,TOP DE TEJIDO DENIM TERRACOTA,21,214,16,0,4494,5213.04,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0089,BLUSA CON ESTAMPADO FLORAL BLANCO,21,291,16,0,6111,7088.76,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0090,TOP CON CUELLO EN V GRIS JASPE,21,164,16,0,3444,3995.04,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0091,TOP CON BORDADO SUIZO AZUL MARINO,21,299,16,0,6279,7283.64,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0092,BLUSA DE LINO NEGRO,24,299,16,0,7176,8324.16,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0093,ENTERIZO CON BORDADO SUIZO BLANCO,24,270,16,0,6480,7516.8,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0094,TOP DE CORTE RECTO GRIS JASPE,21,187,16,0,3927,4555.32,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000916,GLA-0095,VESTIDO CON ESTAMPADO FLORAL GRIS JASPE,24,289,16,0,6936,8045.76,2025-10-05,USUARIO1,ADMIN1,GLAM
PO-000917,TRE-0028,ENTERIZO DE LINO GRIS JASPE,12,150,16,0,1800,2088,2025-10-06,USUARIO1,ADMIN1,TREND STYLES
PO-000917,TRE-0029,CARDIGAN DE CORTE RECTO LILA,9,143,16,0,1287,1492.92,2025-10-06,USUARIO1,ADMIN1,TREND STYLES
PO-000917,TRE-0030,PANTALON PLISADO AZUL CIELO,12,151,16,0,1812,2101.92,2025-10-06,USUARIO1,ADMIN1,TREND STYLES
PO-000918,AMB-0148,CAMISA PLISADO LILA,21,176,16,0,3696,4287.36,2025-10-06,USUARIO1,ADMIN1,AMBIANCE APPAREL
PO-000918,AMB-0149,CARDIGAN ACANALADO LILA,21,83,16,0,1743,2021.88,2025-10-06,USUARIO1,ADMIN1,AMBIANCE APPAREL
PO-000918,AMB-0150,TOP CON CUELLO EN V LILA,21,163,16,0,3423,3970.68,2025-10-06,USUARIO1,ADMIN1,AMBIANCE APPAREL
PO-000918,AMB-0151,SHORT AJUSTADO MOSTAZA,24,131,16,0,3144,3647.04,2025-10-06,USUARIO1,ADMIN1,AMBIANCE APPAREL
PO-000918,AMB-0152,PANTALON CON BORDADO SUIZO AZUL MARINO,21,107,16,0,2247,2606.52,2025-10-06,USUARIO1,ADMIN1,AMBIANCE APPAREL
PO-000918,AMB-0153,TOP DE TEJIDO DENIM VERDE ESMERALDA,24,159,16,0,3816,4426.56,2025-10-06,USUARIO1,ADMIN1,AMBIANCE APPAREL
PO-000918,AMB-0154,BLUSA DE CORTE RECTO BURDEOS,24,157,16,0,3768,4370.88,2025-10-06,USUARIO1,ADMIN1,AMBIANCE APPAREL
PO-000918,AMB-0155,SHORT MANGA OBISPO LILA,21,82,16,0,1722,1997.52,2025-10-06,USUARIO1,ADMIN1,AMBIANCE APPAREL
PO-000918,AMB-0156,ENTERIZO AJUSTADO BURDEOS,24,175,16,0,4200,4872,2025-10-06,USUARIO1,ADMIN1,AMBIANCE APPAREL
PO-000919,DOU-0039,TOP DE TEJIDO DENIM AZUL CIELO,9,205,16,0,1845,2140.2,2025-10-06,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000919,DOU-0040,PANTALON DE TEJIDO DENIM ROSA PASTEL,9,193,16,0,1737,2014.92,2025-10-06,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000919,DOU-0041,TOP DE LINO TERRACOTA,9,201,16,0,1809,2098.44,2025-10-06,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000919,DOU-0042,FALDA CON LAZADA NEGRO,9,204,16,0,1836,2129.76,2025-10-06,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000919,DOU-0043,CARDIGAN AJUSTADO VERDE ESMERALDA,9,201,16,0,1809,2098.44,2025-10-06,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000919,DOU-0044,TOP CON OLANES MOSTAZA,9,200,16,0,1800,2088,2025-10-06,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000919,DOU-0045,CROP TOP OVERSIZE NEGRO,12,196,16,0,2352,2728.32,2025-10-06,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000920,TOS-0079,PANTALON OVERSIZE BEIGE,12,220,16,0,2640,3062.4,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0080,VESTIDO CON CUELLO EN V CREMA,12,193,16,0,2316,2686.56,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0081,FALDA AJUSTADO MOSTAZA,12,280,16,0,3360,3897.6,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0082,VESTIDO CON ESTAMPADO FLORAL VERDE ESMERALDA,12,226,16,0,2712,3145.92,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0083,CAMISA OVERSIZE TERRACOTA,12,259,16,0,3108,3605.28,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0084,BLUSA AJUSTADO NEGRO,12,288,16,0,3456,4008.96,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0085,SHORT DE CORTE RECTO ROSA PASTEL,12,226,16,0,2712,3145.92,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0086,TOP ACANALADO LILA,12,244,16,0,2928,3396.48,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0087,FALDA CON BOTONES FRONTALES BEIGE,9,210,16,0,1890,2192.4,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0088,BLUSA MANGA OBISPO BEIGE,12,266,16,0,3192,3702.72,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0089,CAMISA AJUSTADO BEIGE,12,196,16,0,2352,2728.32,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0090,FALDA DE CORTE RECTO BLANCO,9,246,16,0,2214,2568.24,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0091,BLUSA DE ENCAJE NEGRO,12,197,16,0,2364,2742.24,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0092,CARDIGAN DE ENCAJE VERDE ESMERALDA,12,285,16,0,3420,3967.2,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0093,VESTIDO CON BOTONES FRONTALES BEIGE,9,241,16,0,2169,2516.04,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000920,TOS-0094,FALDA SATINADO GRIS JASPE,12,297,16,0,3564,4134.24,2025-10-06,USUARIO1,ADMIN1,TOSKA
PO-000921,TEE-0108,SHORT SATINADO BEIGE,12,127,16,0,1524,1767.84,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0109,CAMISA AJUSTADO TERRACOTA,12,108,16,0,1296,1503.36,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0110,SHORT DE LINO BLANCO,12,117,16,0,1404,1628.64,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0111,CROP TOP ACANALADO ROSA PASTEL,12,151,16,0,1812,2101.92,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0112,FALDA PLISADO BEIGE,12,109,16,0,1308,1517.28,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0113,TOP CON CUELLO EN V AZUL MARINO,12,109,16,0,1308,1517.28,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0114,TOP ACANALADO AZUL CIELO,12,142,16,0,1704,1976.64,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0115,VESTIDO DE TEJIDO DENIM GRIS JASPE,12,151,16,0,1812,2101.92,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0116,CROP TOP SATINADO BURDEOS,12,139,16,0,1668,1934.88,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0117,VESTIDO CON BORDADO SUIZO CREMA,15,159,16,0,2385,2766.6,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0118,ENTERIZO AJUSTADO ROSA PASTEL,12,137,16,0,1644,1907.04,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000921,TEE-0119,CAMISA CON OLANES BEIGE,15,142,16,0,2130,2470.8,2025-10-06,USUARIO1,ADMIN1,TEENBELL
PO-000922,DAN-0023,TOP DE ENCAJE GRIS JASPE,12,214,16,0,2568,2978.88,2025-10-06,USUARIO1,ADMIN1,DANIEL JEANS
PO-000922,DAN-0024,ENTERIZO DE CORTE RECTO ROSA PASTEL,9,214,16,0,1926,2234.16,2025-10-06,USUARIO1,ADMIN1,DANIEL JEANS
PO-000922,DAN-0025,VESTIDO CON BOTONES FRONTALES AZUL MARINO,12,214,16,0,2568,2978.88,2025-10-06,USUARIO1,ADMIN1,DANIEL JEANS
PO-000923,ONE-0049,SHORT CON OLANES GRIS JASPE,9,544,16,0,4896,5679.36,2025-10-06,USUARIO1,ADMIN1,ONE N MORE
PO-000923,ONE-0050,CAMISA SATINADO CREMA,9,371,16,0,3339,3873.24,2025-10-06,USUARIO1,ADMIN1,ONE N MORE
PO-000923,ONE-0051,FALDA DE ENCAJE BURDEOS,9,278,16,0,2502,2902.32,2025-10-06,USUARIO1,ADMIN1,ONE N MORE
PO-000923,ONE-0052,CROP TOP DE LINO CREMA,9,478,16,0,4302,4990.32,2025-10-06,USUARIO1,ADMIN1,ONE N MORE
PO-000923,ONE-0053,PANTALON CON BOTONES FRONTALES MOSTAZA,9,338,16,0,3042,3528.72,2025-10-06,USUARIO1,ADMIN1,ONE N MORE
PO-000923,ONE-0054,TOP CON CUELLO EN V AZUL CIELO,9,455,16,0,4095,4750.2,2025-10-06,USUARIO1,ADMIN1,ONE N MORE
PO-000923,ONE-0055,PANTALON DE ENCAJE MOSTAZA,12,521,16,0,6252,7252.32,2025-10-06,USUARIO1,ADMIN1,ONE N MORE
PO-000924,EST-0052,CAMISA PLISADO ROSA PASTEL,9,350,16,0,3150,3654,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0053,TOP PLISADO TERRACOTA,9,169,16,0,1521,1764.36,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0054,VESTIDO DE ENCAJE MOSTAZA,9,143,16,0,1287,1492.92,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0055,BLUSA CON OLANES BURDEOS,9,290,16,0,2610,3027.6,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0056,SHORT CON OLANES MOSTAZA,9,323,16,0,2907,3372.12,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0057,ENTERIZO CON BOTONES FRONTALES BLANCO,9,287,16,0,2583,2996.28,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0058,SHORT PLISADO BEIGE,9,232,16,0,2088,2422.08,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0059,TOP SATINADO BLANCO,9,152,16,0,1368,1586.88,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0060,TOP CON OLANES VERDE ESMERALDA,9,254,16,0,2286,2651.76,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0061,PANTALON CON ESTAMPADO FLORAL BLANCO,9,251,16,0,2259,2620.44,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0062,SHORT DE CORTE RECTO GRIS JASPE,9,264,16,0,2376,2756.16,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0063,CAMISA DE CORTE RECTO BEIGE,12,289,16,0,3468,4022.88,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0064,FALDA CON LAZADA BEIGE,9,221,16,0,1989,2307.24,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000924,EST-0065,VESTIDO CON OLANES NEGRO,12,299,16,0,3588,4162.08,2025-10-06,USUARIO1,ADMIN1,ESTELLA
PO-000925,EVE-0049,SHORT CON ESTAMPADO FLORAL VERDE ESMERALDA,12,219,16,0,2628,3048.48,2025-10-06,USUARIO1,ADMIN1,EVERLYNN
PO-000925,EVE-0050,FALDA OVERSIZE CREMA,9,229,16,0,2061,2390.76,2025-10-06,USUARIO1,ADMIN1,EVERLYNN
PO-000925,EVE-0051,SHORT CON OLANES GRIS JASPE,12,225,16,0,2700,3132,2025-10-06,USUARIO1,ADMIN1,EVERLYNN
PO-000925,EVE-0052,BLUSA CON BORDADO SUIZO GRIS JASPE,12,198,16,0,2376,2756.16,2025-10-06,USUARIO1,ADMIN1,EVERLYNN
PO-000925,EVE-0053,SHORT CON OLANES CREMA,9,225,16,0,2025,2349,2025-10-06,USUARIO1,ADMIN1,EVERLYNN
PO-000925,EVE-0054,PANTALON OVERSIZE NEGRO,12,211,16,0,2532,2937.12,2025-10-06,USUARIO1,ADMIN1,EVERLYNN
PO-000926,GIL-0045,VESTIDO OVERSIZE BLANCO,9,256,16,0,2304,2672.64,2025-11-04,USUARIO1,ADMIN1,GILLI
PO-000926,GIL-0046,FALDA CON BOTONES FRONTALES CREMA,9,248,16,0,2232,2589.12,2025-11-04,USUARIO1,ADMIN1,GILLI
PO-000926,GIL-0047,CAMISA OVERSIZE NEGRO,9,302,16,0,2718,3152.88,2025-11-04,USUARIO1,ADMIN1,GILLI
PO-000926,GIL-0048,VESTIDO CON BORDADO SUIZO MOSTAZA,9,294,16,0,2646,3069.36,2025-11-04,USUARIO1,ADMIN1,GILLI
PO-000926,GIL-0049,PANTALON DE LINO LILA,9,308,16,0,2772,3215.52,2025-11-04,USUARIO1,ADMIN1,GILLI
PO-000926,GIL-0050,CROP TOP DE ENCAJE BEIGE,9,301,16,0,2709,3142.44,2025-11-04,USUARIO1,ADMIN1,GILLI
PO-000927,BET-0075,CROP TOP CON BOTONES FRONTALES ROSA PASTEL,9,284,16,0,2556,2964.96,2025-11-04,USUARIO1,ADMIN1,BETTER BE
PO-000927,BET-0076,CROP TOP DE ENCAJE ROSA PASTEL,9,236,16,0,2124,2463.84,2025-11-04,USUARIO1,ADMIN1,BETTER BE
PO-000927,BET-0077,BLUSA CON BORDADO SUIZO LILA,9,226,16,0,2034,2359.44,2025-11-04,USUARIO1,ADMIN1,BETTER BE
PO-000927,BET-0078,CARDIGAN MANGA OBISPO GRIS JASPE,9,180,16,0,1620,1879.2,2025-11-04,USUARIO1,ADMIN1,BETTER BE
PO-000927,BET-0079,BLUSA SATINADO MOSTAZA,9,249,16,0,2241,2599.56,2025-11-04,USUARIO1,ADMIN1,BETTER BE
PO-000927,BET-0080,VESTIDO DE ENCAJE ROSA PASTEL,9,297,16,0,2673,3100.68,2025-11-04,USUARIO1,ADMIN1,BETTER BE
PO-000927,BET-0081,CARDIGAN DE TEJIDO DENIM VERDE ESMERALDA,12,282,16,0,3384,3925.44,2025-11-04,USUARIO1,ADMIN1,BETTER BE
PO-000928,STE-0025,PANTALON CON BOTONES FRONTALES BLANCO,9,102,16,0,918,1064.88,2025-11-04,USUARIO1,ADMIN1,STELLA
PO-000928,STE-0026,CARDIGAN DE TEJIDO DENIM TERRACOTA,9,70,16,0,630,730.8,2025-11-04,USUARIO1,ADMIN1,STELLA
PO-000928,STE-0027,BLUSA DE ENCAJE MOSTAZA,9,93,16,0,837,970.92,2025-11-04,USUARIO1,ADMIN1,STELLA
PO-000929,LOL-0079,ENTERIZO DE CORTE RECTO ROSA PASTEL,9,214,16,0,1926,2234.16,2025-11-04,USUARIO1,ADMIN1,LOLA
PO-000929,LOL-0080,CROP TOP PLISADO AZUL MARINO,9,201,16,0,1809,2098.44,2025-11-04,USUARIO1,ADMIN1,LOLA
PO-000929,LOL-0081,CARDIGAN OVERSIZE LILA,9,201,16,0,1809,2098.44,2025-11-04,USUARIO1,ADMIN1,LOLA
PO-000929,LOL-0082,CAMISA AJUSTADO TERRACOTA,9,225,16,0,2025,2349,2025-11-04,USUARIO1,ADMIN1,LOLA
PO-000929,LOL-0083,CARDIGAN DE TEJIDO DENIM BURDEOS,9,207,16,0,1863,2161.08,2025-11-04,USUARIO1,ADMIN1,LOLA
PO-000929,LOL-0084,VESTIDO MANGA OBISPO MOSTAZA,9,228,16,0,2052,2380.32,2025-11-04,USUARIO1,ADMIN1,LOLA
PO-000930,MIN-0248,BLUSA DE CORTE RECTO AZUL CIELO,54,119,16,0,6426,7454.16,2025-11-04,USUARIO1,ADMIN1,MINE
PO-000930,MIN-0249,PANTALON CON ESTAMPADO FLORAL TERRACOTA,54,265,16,0,14310,16599.6,2025-11-04,USUARIO1,ADMIN1,MINE
PO-000930,MIN-0250,BLUSA DE TEJIDO DENIM NEGRO,54,90,16,0,4860,5637.6,2025-11-04,USUARIO1,ADMIN1,MINE
PO-000930,MIN-0251,PANTALON MANGA OBISPO LILA,54,248,16,0,13392,15534.72,2025-11-04,USUARIO1,ADMIN1,MINE
PO-000930,MIN-0252,BLUSA DE TEJIDO DENIM ROSA PASTEL,57,211,16,0,12027,13951.32,2025-11-04,USUARIO1,ADMIN1,MINE
