sku,cantidad_venta_real,total_venta,cantidad_compra,total_compra,costo_producto_iva,fecha_compra,stock,flujo_caja,costo_stock,fecha_mes_stock,status
SAN-0010,9,1422,9,1089,120.99999996799998,2024-01-06,0,333,0,23,DEAD STOCK
SAN-0011,9,2934,9,2439,271.000000052,2024-01-06,0,495,0,23,DEAD STOCK
SAN-0012,7,2121,9,2268,251.99999998799998,2024-01-06,2,-147,503,23,DEAD STOCK
SAN-0013,9,2259,12,2520,210.000000048,2024-01-06,3,-261,630,23,DEAD STOCK
SAN-0014,8,1720,9,1611,178.99999996799997,2024-01-06,1,109,178,23,DEAD STOCK
SAN-0015,9,3303,12,3672,305.99999994399997,2024-01-06,3,-369,917,23,DEAD STOCK
SAN-0016,9,1593,9,1224,135.99999998799998,2025-01-06,0,369,0,10,DEAD STOCK
SAN-0017,7,2282,9,2439,271.000000052,2025-01-06,2,-157,542,10,DEAD STOCK
SAN-0018,7,959,9,954,105.9999999944,2025-01-06,2,5,211,10,DEAD STOCK
SAN-0019,7,2135,9,2286,253.99999995199997,2025-01-06,2,-151,507,10,DEAD STOCK
SAN-0020,6,906,9,1044,115.99999999999999,2025-01-06,3,-138,347,10,DEAD STOCK
SAN-0021,7,2254,9,2412,268.000000048,2025-01-06,2,-158,536,10,DEAD STOCK
SAN-0022,7,2261,9,2430,270.000000012,2025-01-06,2,-169,540,10,DEAD STOCK
SAN-0023,8,1624,9,1521,169.000000032,2025-01-06,1,103,169,10,DEAD STOCK
SAN-0024,6,930,9,1080,120.00000004399999,2025-01-06,3,-150,360,10,DEAD STOCK
SAN-0025,7,2520,9,2700,300.000000052,2025-01-06,2,-180,600,10,DEAD STOCK
SAN-0026,7,2506,9,2682,297.99999997199996,2025-01-06,2,-176,595,10,DEAD STOCK
SAN-0027,10,2990,12,2988,248.99999998399997,2025-01-06,2,2,497,10,DEAD STOCK
SAN-0028,8,2680,9,2520,279.999999948,2025-01-06,1,160,279,10,DEAD STOCK
SAN-0029,10,2420,12,2412,201.000000036,2025-01-06,2,8,402,10,DEAD STOCK
SAN-0030,10,3170,12,3168,264.000000004,2024-02-04,2,2,528,22,DEAD STOCK
SAN-0031,10,2800,12,2808,233.99999996399998,2024-02-04,2,-8,467,22,DEAD STOCK
SAN-0032,12,2436,12,1872,155.999999976,2024-02-04,0,564,0,22,DEAD STOCK
SAN-0033,13,3848,15,3690,245.99999997999998,2024-02-04,2,158,491,22,DEAD STOCK
SAN-0034,10,2610,12,2604,216.99999997999998,2024-02-04,2,6,433,22,DEAD STOCK
SAN-0035,14,3094,15,2760,184.000000052,2024-02-04,1,334,184,22,DEAD STOCK
SAN-0036,14,2842,15,2535,169.000000032,2024-02-04,1,307,169,22,DEAD STOCK
SAN-0037,10,3140,12,3144,262.00000004,2024-02-04,2,-4,524,22,DEAD STOCK
SAN-0038,12,3384,15,3525,235.000000004,2024-02-04,3,-141,705,22,DEAD STOCK
SAN-0039,15,3090,15,2565,170.99999999599999,2024-02-04,0,525,0,22,DEAD STOCK
SAN-0040,12,4152,12,3468,288.99999995999997,2024-02-04,0,684,0,22,DEAD STOCK
SAN-0041,12,3456,15,3600,239.99999997199998,2024-02-04,3,-144,719,22,DEAD STOCK
SAN-0042,12,2124,15,2040,135.99999998799998,2024-02-04,3,84,407,22,DEAD STOCK
SAN-0043,11,3784,12,3444,286.999999996,2024-02-04,1,340,286,22,DEAD STOCK
SAN-0044,15,4110,15,3420,227.99999995599998,2024-02-04,0,690,0,22,DEAD STOCK
SAN-0045,12,1788,12,1368,114.0000000012,2025-02-05,0,420,0,9,DEAD STOCK
SAN-0046,7,1022,12,1356,112.999999996,2025-02-05,5,-334,564,9,DEAD STOCK
SAN-0047,9,2070,12,2304,192.00000002399997,2025-02-05,3,-234,576,9,DEAD STOCK
SAN-0048,9,2826,12,3132,261.0,2025-02-05,3,-306,783,9,DEAD STOCK
SAN-0049,8,1512,12,1740,145.0,2025-02-05,4,-228,580,9,DEAD STOCK
SAN-0050,11,3586,15,4080,271.99999997599997,2025-02-05,4,-494,1087,9,DEAD STOCK
SAN-0051,8,1496,12,1728,143.99999996,2025-02-05,4,-232,575,9,DEAD STOCK
SAN-0052,14,2450,15,2010,134.000000024,2025-02-05,1,440,134,9,DEAD STOCK
SAN-0053,12,4368,15,4560,303.99999998,2025-02-05,3,-192,911,9,DEAD STOCK
SAN-0054,9,1728,12,1776,148.000000004,2025-02-05,3,-48,444,9,DEAD STOCK
SAN-0055,14,4690,15,4200,279.999999948,2025-02-05,1,490,279,9,DEAD STOCK
SAN-0056,14,3346,15,2985,198.99999995599998,2025-02-05,1,361,198,9,DEAD STOCK
SAN-0057,8,2232,12,2796,233.00000003999997,2025-02-05,4,-564,932,9,DEAD STOCK
SAN-0058,15,2880,15,2220,148.000000004,2025-02-05,0,660,0,9,DEAD STOCK
SAN-0059,33,11022,42,11718,279.000000024,2024-03-04,9,-696,2511,21,DEAD STOCK
SAN-0060,42,6258,42,4830,114.99999999479999,2024-03-04,0,1428,0,21,DEAD STOCK
SAN-0061,45,9675,45,7425,164.99999998799998,2024-03-04,0,2250,0,21,DEAD STOCK
SAN-0062,36,10548,45,10980,244.00000001599997,2024-03-04,9,-432,2196,21,DEAD STOCK
SAN-0063,42,14281,42,11928,283.99999999199997,2024-03-04,0,2353,0,21,DEAD STOCK
SAN-0064,37,8177,45,8325,184.999999976,2024-03-04,8,-148,1479,21,DEAD STOCK
SAN-0065,8,2000,12,2508,209.00000000799997,2025-03-04,4,-508,836,9,DEAD STOCK
SAN-0066,9,3168,12,3528,294.000000044,2025-03-04,3,-360,882,9,DEAD STOCK
SAN-0067,6,1296,9,1620,180.00000000799997,2025-03-04,3,-324,540,9,DEAD STOCK
SAN-0068,10,2910,12,2916,242.999999976,2025-03-04,2,-6,485,9,DEAD STOCK
SAN-0069,10,2160,12,2160,180.00000000799997,2025-03-04,2,0,360,9,DEAD STOCK
SAN-0070,5,965,9,1341,149.000000044,2025-03-04,4,-376,596,9,DEAD STOCK
SAN-0071,9,1827,12,1872,155.999999976,2025-03-04,3,-45,467,9,DEAD STOCK
SAN-0072,9,3132,12,3480,290.0,2025-03-04,3,-348,870,9,DEAD STOCK
SAN-0073,6,1086,9,1260,140.000000032,2025-03-04,3,-174,420,9,DEAD STOCK
SAN-0074,10,1930,12,1788,149.000000044,2025-03-04,2,142,298,9,DEAD STOCK
SAN-0075,9,1827,12,1872,155.999999976,2025-03-04,3,-45,467,9,DEAD STOCK
SAN-0076,7,2177,9,2331,259.000000036,2025-03-04,2,-154,518,9,DEAD STOCK
SAN-0077,9,1341,12,1368,114.0000000012,2025-03-04,3,-27,342,9,DEAD STOCK
SAN-0078,9,2070,12,2304,192.00000002399997,2025-03-04,3,-234,576,9,DEAD STOCK
SAN-0079,6,1524,9,1908,212.000000012,2025-03-04,3,-384,636,9,DEAD STOCK
SAN-0080,10,3400,12,3408,283.99999999199997,2025-03-04,2,-8,567,9,DEAD STOCK
SAN-0081,9,2097,12,2328,193.99999998799998,2024-04-05,3,-231,581,20,DEAD STOCK
SAN-0082,10,3030,12,3036,253.000000028,2024-04-05,2,-6,506,20,DEAD STOCK
SAN-0083,9,1863,12,1908,158.99999997999998,2024-04-05,3,-45,476,20,DEAD STOCK
SAN-0084,12,2484,12,2076,172.99999996,2024-04-05,0,408,0,20,DEAD STOCK
SAN-0085,10,2360,12,2352,195.99999995199997,2024-04-05,2,8,391,20,DEAD STOCK
SAN-0086,12,4404,12,3672,305.99999994399997,2024-04-05,0,732,0,20,DEAD STOCK
SAN-0087,10,3610,12,3612,300.99999997599997,2024-04-05,2,-2,601,20,DEAD STOCK
SAN-0088,9,1494,9,1143,126.99999997599998,2024-04-05,0,351,0,20,DEAD STOCK
SAN-0089,10,3110,12,3108,259.000000036,2024-04-05,2,2,518,20,DEAD STOCK
SAN-0090,10,3110,12,3120,259.99999995999997,2024-04-05,2,-10,519,20,DEAD STOCK
SAN-0091,9,2403,9,1998,221.99999994799998,2024-04-05,0,405,0,20,DEAD STOCK
SAN-0092,12,1644,12,1272,105.9999999944,2024-04-05,0,372,0,20,DEAD STOCK
SAN-0093,10,3690,12,3684,306.999999984,2024-04-05,2,6,613,20,DEAD STOCK
SAN-0094,8,2424,9,2268,251.99999998799998,2024-04-05,1,156,251,20,DEAD STOCK
SAN-0095,10,2100,12,1944,161.999999984,2024-04-05,2,156,323,20,DEAD STOCK
SAN-0096,11,1859,15,1950,129.99999997999998,2025-04-06,4,-91,519,7,DEAD STOCK
SAN-0097,12,2376,15,2280,152.000000048,2025-04-06,3,96,456,7,DEAD STOCK
SAN-0098,12,1740,15,1665,110.99999999719999,2025-04-06,3,75,332,7,DEAD STOCK
SAN-0099,12,2448,15,2355,157.000000016,2025-04-06,3,93,471,7,DEAD STOCK
SAN-0100,11,3333,15,3780,251.99999998799998,2025-04-06,4,-447,1007,7,DEAD STOCK
SAN-0101,10,2470,15,3090,206.000000004,2025-04-06,5,-620,1030,7,DEAD STOCK
SAN-0102,9,1917,15,2670,178.000000044,2025-04-06,6,-753,1068,7,DEAD STOCK
SAN-0103,11,2948,15,3360,224.000000028,2025-04-06,4,-412,896,7,DEAD STOCK
SAN-0104,11,2310,15,2625,175.00000003999997,2025-04-06,4,-315,700,7,DEAD STOCK
SAN-0105,12,4404,15,4590,305.99999994399997,2025-04-06,3,-186,917,7,DEAD STOCK
SAN-0106,13,2873,15,2775,184.999999976,2025-04-06,2,98,369,7,DEAD STOCK
SAN-0107,13,3003,18,3474,192.99999994799998,2025-04-06,5,-471,964,7,DEAD STOCK
SAN-0108,11,2057,15,2160,143.99999996,2025-04-06,4,-103,575,7,DEAD STOCK
SAN-0109,14,5124,18,5490,305.00000002,2025-04-06,4,-366,1220,7,DEAD STOCK
SAN-0110,12,4152,15,4335,288.99999995999997,2024-06-06,3,-183,866,18,DEAD STOCK
SAN-0111,9,2205,15,3060,204.00000003999997,2024-06-06,6,-855,1224,18,DEAD STOCK
SAN-0112,14,4074,15,3645,242.999999976,2024-06-06,1,429,242,18,DEAD STOCK
SAN-0113,12,1680,15,1620,108.00000000479999,2024-06-06,3,60,324,18,DEAD STOCK
SAN-0114,12,2304,15,2205,146.99999996399998,2024-06-06,3,99,440,18,DEAD STOCK
SAN-0115,12,2065,15,1995,132.999999984,2024-06-06,3,70,398,18,DEAD STOCK
SAN-0116,15,3090,15,2565,170.99999999599999,2024-06-06,0,525,0,18,DEAD STOCK
SAN-0117,12,3948,15,4125,274.99999998,2024-06-06,3,-177,824,18,DEAD STOCK
SAN-0118,18,3366,18,2592,143.99999996,2024-06-06,0,774,0,18,DEAD STOCK
SAN-0119,15,5070,15,4230,282.000000028,2024-06-06,0,840,0,18,DEAD STOCK
SAN-0120,15,4275,18,4284,238.00000000799997,2024-06-06,3,-9,714,18,DEAD STOCK
SAN-0121,17,5032,24,5904,245.99999997999998,2025-07-04,7,-872,1721,5,DEAD STOCK
SAN-0122,19,5472,24,5760,239.99999997199998,2025-07-04,5,-288,1199,5,DEAD STOCK
SAN-0123,19,4750,24,4992,207.99999996799997,2025-07-04,5,-242,1039,5,DEAD STOCK
SAN-0124,17,3162,24,3432,143.000000036,2025-07-04,7,-270,1001,5,DEAD STOCK
SAN-0125,17,2890,24,3144,131.00000002,2025-07-04,7,-254,917,5,DEAD STOCK
SAN-0126,21,3003,27,2970,110.00000000360001,2025-07-04,6,33,660,5,DEAD STOCK
SAN-0127,12,3912,15,4065,271.000000052,2024-09-04,3,-153,813,15,DEAD STOCK
SAN-0128,15,5535,15,4605,306.999999984,2024-09-04,0,930,0,15,DEAD STOCK
SAN-0129,12,3624,15,3765,250.99999994799995,2024-09-04,3,-141,752,15,DEAD STOCK
SAN-0130,15,4665,15,3900,259.99999995999997,2024-09-04,0,765,0,15,DEAD STOCK
SAN-0131,13,3367,15,3240,216.00000005599998,2024-09-04,2,127,432,15,DEAD STOCK
SAN-0132,13,4342,15,4170,277.999999984,2024-09-04,2,172,555,15,DEAD STOCK
SAN-0133,17,4454,18,3942,218.999999944,2024-09-04,1,512,218,15,DEAD STOCK
SAN-0134,13,2509,15,2235,149.000000044,2024-09-04,2,274,298,15,DEAD STOCK
SAN-0135,18,2718,18,2088,115.99999999999999,2024-09-04,0,630,0,15,DEAD STOCK
SAN-0136,18,3726,18,2880,160.00000002,2024-09-04,0,846,0,15,DEAD STOCK
SAN-0137,12,4476,15,4665,311.000000028,2024-09-04,3,-189,933,15,DEAD STOCK
SAN-0138,15,4846,18,4860,270.000000012,2024-09-04,3,-14,810,15,DEAD STOCK
SAN-0139,7,2562,12,3660,305.00000002,2025-09-05,5,-1098,1525,2,LENTA ROTACION
SAN-0140,9,1863,12,2076,172.99999996,2025-09-05,3,-213,518,2,LENTA ROTACION
SAN-0141,8,1160,12,1332,110.99999999719999,2025-09-05,4,-172,443,2,LENTA ROTACION
SAN-0142,9,2799,15,3885,259.000000036,2025-09-05,6,-1086,1554,2,LENTA ROTACION
SAN-0143,12,4225,15,4410,294.000000044,2025-09-05,3,-185,882,2,LENTA ROTACION
SAN-0144,7,1778,12,2544,212.000000012,2025-09-05,5,-766,1060,2,LENTA ROTACION
SAN-0145,12,4116,15,4290,285.99999995599995,2025-09-05,3,-174,857,2,LENTA ROTACION
SAN-0146,9,1701,15,2190,146.00000004,2025-09-05,6,-489,876,2,LENTA ROTACION
SAN-0147,6,1296,12,2160,180.00000000799997,2025-09-05,6,-864,1080,2,LENTA ROTACION
SAN-0148,8,2472,15,3870,257.999999996,2025-09-05,7,-1398,1805,2,LENTA ROTACION
SAN-0149,10,2970,12,2976,247.999999944,2024-11-08,2,-6,495,12,DEAD STOCK
SAN-0150,8,2232,12,2796,233.00000003999997,2024-11-08,4,-564,932,12,DEAD STOCK
SAN-0151,10,2040,12,1884,157.000000016,2024-11-08,2,156,314,12,DEAD STOCK
SAN-0152,11,2695,12,2448,204.00000003999997,2024-11-08,1,247,204,12,DEAD STOCK
SAN-0153,12,1716,12,1320,110.00000000360001,2024-11-08,0,396,0,12,DEAD STOCK
SAN-0154,8,1144,12,1320,110.00000000360001,2024-11-08,4,-176,440,12,DEAD STOCK
SAN-0155,9,1287,12,1320,110.00000000360001,2024-11-08,3,-33,330,12,DEAD STOCK
SAN-0156,9,2466,12,2736,227.99999995599998,2024-11-08,3,-270,683,12,DEAD STOCK
SAN-0157,10,2440,12,2436,203.0,2024-11-08,2,4,406,12,DEAD STOCK
SAN-0158,10,2130,12,1968,163.99999994799998,2024-11-08,2,162,327,12,DEAD STOCK
SAN-0159,12,1824,12,1404,117.00000004,2024-11-08,0,420,0,12,DEAD STOCK
SAN-0160,9,2934,12,3264,271.99999997599997,2024-11-08,3,-330,815,12,DEAD STOCK
SAN-0161,12,3948,12,3300,274.99999998,2024-11-08,0,648,0,12,DEAD STOCK
SAN-0162,12,3636,12,3024,251.99999998799998,2024-11-08,0,612,0,12,DEAD STOCK
SAN-0163,12,3072,12,2568,213.999999976,2024-11-08,0,504,0,12,DEAD STOCK
SAN-0164,13,3861,27,6696,247.999999944,2025-11-04,14,-2835,3471,0,NOVEDAD
SAN-0165,12,1992,27,3456,128.000000016,2025-11-04,15,-1464,1920,0,NOVEDAD
SAN-0166,17,2533,30,3450,114.99999999479999,2025-11-04,13,-917,1494,0,NOVEDAD
SAN-0167,14,2324,27,3456,128.000000016,2025-11-04,13,-1132,1664,0,NOVEDAD
SAN-0168,19,3762,30,4560,152.000000048,2025-11-04,11,-798,1672,0,NOVEDAD
SAN-0169,16,3168,30,4590,152.99999997199998,2025-11-04,14,-1422,2141,0,NOVEDAD
SAN-0170,13,3263,27,5670,210.000000048,2025-11-04,14,-2407,2940,0,NOVEDAD
SAN-0171,16,5392,30,8430,280.999999988,2025-11-04,14,-3038,3933,0,NOVEDAD
SAN-0172,18,5274,18,4392,244.00000001599997,2024-12-05,0,882,0,12,DEAD STOCK
SAN-0173,18,5274,18,4392,244.00000001599997,2024-12-05,0,882,0,12,DEAD STOCK
SAN-0174,18,6444,18,5364,297.99999997199996,2024-12-05,0,1080,0,12,DEAD STOCK
SAN-0175,14,3990,18,4266,236.99999996799997,2024-12-05,4,-276,947,12,DEAD STOCK
SAN-0176,15,2925,18,2700,149.999999968,2024-12-05,3,225,449,12,DEAD STOCK
SAN-0177,15,3135,18,3132,174.0,2024-12-05,3,3,522,12,DEAD STOCK
SAN-0178,18,5904,18,4914,273.000000016,2024-12-05,0,990,0,12,DEAD STOCK
SAN-0179,13,2509,15,2235,149.000000044,2024-12-05,2,274,298,12,DEAD STOCK
SAN-0180,15,2550,18,2358,131.00000002,2024-12-05,3,192,393,12,DEAD STOCK
SAN-0181,16,5488,18,5148,285.99999995599995,2024-12-05,2,340,571,12,DEAD STOCK
SAN-0182,12,4092,15,4275,285.000000032,2024-12-05,3,-183,855,12,DEAD STOCK
SAN-0183,15,4530,18,4518,250.99999994799995,2024-12-05,3,12,752,12,DEAD STOCK
SAN-0184,18,5598,18,4662,259.000000036,2024-12-05,0,936,0,12,DEAD STOCK
SAN-0185,12,4332,15,4515,300.99999997599997,2024-12-05,3,-183,902,12,DEAD STOCK
SAN-0186,15,2880,18,2646,146.99999996399998,2024-12-05,3,234,440,12,DEAD STOCK
SHE-0001,7,1673,9,1791,198.99999995599998,2024-01-05,2,-118,397,23,DEAD STOCK
SHE-0002,9,2646,12,2940,245.00000005599998,2024-01-05,3,-294,735,23,DEAD STOCK
SHE-0003,9,1881,9,1566,174.0,2024-01-05,0,315,0,23,DEAD STOCK
SHE-0004,8,2344,12,2928,244.00000001599997,2024-01-05,4,-584,976,23,DEAD STOCK
SHE-0005,10,2640,12,2640,219.99999998399997,2024-01-05,2,0,439,23,DEAD STOCK
SHE-0006,9,2466,9,2052,227.99999995599998,2024-01-05,0,414,0,23,DEAD STOCK
SHE-0007,9,2700,12,3000,250.00000002399997,2024-01-05,3,-300,750,23,DEAD STOCK
SHE-0008,10,3600,12,3600,300.000000052,2024-01-05,2,0,600,23,DEAD STOCK
SHE-0009,9,2223,9,1854,206.000000004,2024-01-05,0,369,0,23,DEAD STOCK
SHE-0010,10,2040,12,1884,157.000000016,2024-01-05,2,156,314,23,DEAD STOCK
SHE-0011,10,3770,12,3768,314.000000032,2024-01-05,2,2,628,23,DEAD STOCK
SHE-0012,7,2338,9,2511,279.000000024,2024-01-05,2,-173,558,23,DEAD STOCK
SHE-0013,10,3520,12,3528,294.000000044,2024-01-05,2,-8,588,23,DEAD STOCK
SHE-0014,12,4356,15,4530,302.00000001599994,2025-01-04,3,-174,906,11,DEAD STOCK
SHE-0015,12,2724,15,2850,189.999999944,2025-01-04,3,-126,569,11,DEAD STOCK
SHE-0016,14,3066,15,2745,183.000000012,2025-01-04,1,321,183,11,DEAD STOCK
SHE-0017,12,2724,15,2850,189.999999944,2025-01-04,3,-126,569,11,DEAD STOCK
SHE-0018,12,2520,15,2625,175.00000003999997,2025-01-04,3,-105,525,11,DEAD STOCK
SHE-0019,11,4004,15,4560,303.99999998,2025-01-04,4,-556,1215,11,DEAD STOCK
SHE-0020,11,2761,15,3150,210.000000048,2025-01-04,4,-389,840,11,DEAD STOCK
SHE-0021,8,2464,12,3072,256.000000032,2025-01-04,4,-608,1024,11,DEAD STOCK
SHE-0022,12,3072,15,3210,213.999999976,2025-01-04,3,-138,641,11,DEAD STOCK
SHE-0023,10,3570,12,3564,297.00000004799995,2025-02-04,2,6,594,10,DEAD STOCK
SHE-0024,9,2520,12,2808,233.99999996399998,2025-02-04,3,-288,701,10,DEAD STOCK
SHE-0025,12,2520,12,2100,175.00000003999997,2025-02-04,0,420,0,10,DEAD STOCK
SHE-0026,11,2178,12,1836,152.99999997199998,2025-02-04,1,342,152,10,DEAD STOCK
SHE-0027,12,3396,12,2832,236.000000044,2025-02-04,0,564,0,10,DEAD STOCK
SHE-0028,10,3610,12,3612,300.99999997599997,2025-02-04,2,-2,601,10,DEAD STOCK
SHE-0029,12,4500,12,3756,312.99999999199997,2025-02-04,0,744,0,10,DEAD STOCK
SHE-0030,12,3312,12,2760,230.000000036,2025-02-04,0,552,0,10,DEAD STOCK
SHE-0031,8,2120,12,2652,221.00000002399997,2025-02-04,4,-532,884,10,DEAD STOCK
SHE-0032,8,2008,12,2520,210.000000048,2025-02-04,4,-512,840,10,DEAD STOCK
SHE-0033,10,2910,12,2904,242.000000052,2025-02-04,2,6,484,10,DEAD STOCK
SHE-0034,9,1881,9,1566,174.0,2025-02-04,0,315,0,10,DEAD STOCK
SHE-0035,12,2856,12,2376,198.000000032,2025-02-04,0,480,0,10,DEAD STOCK
SHE-0036,8,2096,12,2616,218.00000002,2025-02-04,4,-520,872,10,DEAD STOCK
SHE-0037,9,2520,9,2106,233.99999996399998,2025-02-04,0,414,0,10,DEAD STOCK
SHE-0038,8,1608,12,2016,167.999999992,2025-02-04,4,-408,671,10,DEAD STOCK
SHE-0039,15,3015,18,2790,155.00000005200002,2025-03-05,3,225,465,9,DEAD STOCK
SHE-0040,13,3341,18,3870,215.000000016,2025-03-05,5,-529,1075,9,DEAD STOCK
SHE-0041,16,3088,21,3129,149.000000044,2025-03-05,5,-41,745,9,DEAD STOCK
SHE-0042,18,6264,21,6090,290.0,2025-03-05,3,174,870,9,DEAD STOCK
SHE-0043,15,3105,18,3114,172.99999996,2025-03-05,3,-9,518,9,DEAD STOCK
SHE-0044,18,4986,21,4851,230.99999996,2025-03-05,3,135,692,9,DEAD STOCK
SHE-0045,15,3196,21,3738,178.000000044,2025-03-05,6,-542,1068,9,DEAD STOCK
SHE-0046,14,3458,18,3708,206.000000004,2025-03-05,4,-250,824,9,DEAD STOCK
SHE-0047,15,3570,21,4158,198.000000032,2025-03-05,6,-588,1188,9,DEAD STOCK
SHE-0048,13,4472,18,5166,286.999999996,2025-04-04,5,-694,1434,8,DEAD STOCK
SHE-0049,15,5145,18,5148,285.99999995599995,2025-04-04,3,-3,857,8,DEAD STOCK
SHE-0050,15,5160,21,6027,286.999999996,2025-04-04,6,-867,1721,8,DEAD STOCK
SHE-0051,12,3072,18,3834,213.000000052,2025-04-04,6,-762,1278,8,DEAD STOCK
SHE-0052,15,5010,21,5838,277.999999984,2025-04-04,6,-828,1667,8,DEAD STOCK
SHE-0053,18,3726,21,3633,172.99999996,2025-04-04,3,93,518,8,DEAD STOCK
SHE-0054,15,4530,18,4518,250.99999994799995,2025-04-04,3,12,752,8,DEAD STOCK
SHE-0055,16,3216,21,3528,167.999999992,2025-04-04,5,-312,839,8,DEAD STOCK
SHE-0056,15,3360,21,3927,187.00000005599998,2025-04-04,6,-567,1122,8,DEAD STOCK
SHE-0057,12,3912,18,4896,271.99999997599997,2025-04-04,6,-984,1631,8,DEAD STOCK
SHE-0058,17,3451,21,3549,169.000000032,2025-04-04,4,-98,676,8,DEAD STOCK
SHE-0059,24,4824,24,3720,155.00000005200002,2024-05-05,0,1104,0,19,DEAD STOCK
SHE-0060,23,7498,24,6504,271.000000052,2024-05-05,1,994,271,19,DEAD STOCK
SHE-0061,20,5640,24,5640,235.000000004,2024-05-05,4,0,940,19,DEAD STOCK
SHE-0062,20,7600,24,7584,315.999999996,2024-05-05,4,16,1263,19,DEAD STOCK
SHE-0063,24,8016,24,6672,277.999999984,2024-05-05,0,1344,0,19,DEAD STOCK
SHE-0064,20,5700,24,5688,236.99999996799997,2024-05-05,4,12,947,19,DEAD STOCK
SHE-0065,23,5612,24,4872,203.0,2024-05-05,1,740,203,19,DEAD STOCK
SHE-0066,18,6444,21,6258,297.99999997199996,2024-05-05,3,186,893,19,DEAD STOCK
SHE-0067,24,6480,24,5400,224.99999995199997,2024-05-05,0,1080,0,19,DEAD STOCK
SHE-0068,15,5580,15,4650,309.999999988,2024-06-06,0,930,0,18,DEAD STOCK
SHE-0069,12,2472,15,2565,170.99999999599999,2024-06-06,3,-93,512,18,DEAD STOCK
SHE-0070,12,3396,15,3540,236.000000044,2024-06-06,3,-144,708,18,DEAD STOCK
SHE-0071,15,3856,15,3225,215.000000016,2024-06-06,0,631,0,18,DEAD STOCK
SHE-0072,15,4395,15,3660,244.00000001599997,2024-06-06,0,735,0,18,DEAD STOCK
SHE-0073,15,4755,15,3975,265.000000044,2024-06-06,0,780,0,18,DEAD STOCK
SHE-0074,13,2808,15,2490,166.000000028,2024-06-06,2,318,332,18,DEAD STOCK
SHE-0075,14,4410,15,3945,262.999999964,2024-06-06,1,465,262,18,DEAD STOCK
SHE-0076,18,4302,18,3582,198.99999995599998,2024-06-06,0,720,0,18,DEAD STOCK
SHE-0077,12,2520,15,2415,160.999999944,2024-06-06,3,105,482,18,DEAD STOCK
SHE-0078,15,3585,18,3582,198.99999995599998,2024-06-06,3,3,596,18,DEAD STOCK
SHE-0079,8,2864,12,3588,299.000000012,2025-07-06,4,-724,1196,4,DEAD STOCK
SHE-0080,9,2250,12,2508,209.00000000799997,2025-07-06,3,-258,627,4,DEAD STOCK
SHE-0081,9,2673,12,2976,247.999999944,2025-07-06,3,-303,743,4,DEAD STOCK
SHE-0082,8,2424,12,3024,251.99999998799998,2025-07-06,4,-600,1007,4,DEAD STOCK
SHE-0083,8,1632,12,2040,169.99999995599998,2025-07-06,4,-408,679,4,DEAD STOCK
SHE-0084,8,2952,12,3684,306.999999984,2025-07-06,4,-732,1227,4,DEAD STOCK
SHE-0085,9,2142,12,2376,198.000000032,2025-07-06,3,-234,594,4,DEAD STOCK
SHE-0086,8,2328,12,2916,242.999999976,2025-07-06,4,-588,971,4,DEAD STOCK
SHE-0087,9,2934,12,3264,271.99999997599997,2025-07-06,3,-330,815,4,DEAD STOCK
SHE-0088,9,3240,12,3600,300.000000052,2025-07-06,3,-360,900,4,DEAD STOCK
SHE-0089,9,3168,12,3528,294.000000044,2025-07-06,3,-360,882,4,DEAD STOCK
SHE-0090,11,3014,15,3420,227.99999995599998,2025-07-06,4,-406,911,4,DEAD STOCK
SHE-0091,21,5397,24,5160,215.000000016,2024-08-04,3,237,645,16,DEAD STOCK
SHE-0092,19,7125,24,7512,312.99999999199997,2024-08-04,5,-387,1564,16,DEAD STOCK
SHE-0093,19,5510,24,5784,241.000000012,2024-08-04,5,-274,1205,16,DEAD STOCK
SHE-0094,20,6700,21,5880,279.999999948,2024-08-04,1,820,279,16,DEAD STOCK
SHE-0095,19,3876,24,4080,169.99999995599998,2024-08-04,5,-204,849,16,DEAD STOCK
SHE-0096,19,4085,24,3960,164.99999998799998,2024-08-04,5,125,824,16,DEAD STOCK
SHE-0097,16,4000,21,4389,209.00000000799997,2024-08-04,5,-389,1045,16,DEAD STOCK
SHE-0098,19,6194,24,6504,271.000000052,2024-08-04,5,-310,1355,16,DEAD STOCK
SHE-0099,6,1518,12,2532,210.99999997199998,2025-08-05,6,-1014,1265,3,LIQUIDACION PRIORITARIA
SHE-0100,8,2160,12,2700,224.99999995199997,2025-08-05,4,-540,899,3,LIQUIDACION PRIORITARIA
SHE-0101,8,1864,12,2328,193.99999998799998,2025-08-05,4,-464,775,3,LIQUIDACION PRIORITARIA
SHE-0102,8,2864,12,3576,297.99999997199996,2025-08-05,4,-712,1191,3,LIQUIDACION PRIORITARIA
SHE-0103,8,2032,12,2544,212.000000012,2025-08-05,4,-512,848,3,LIQUIDACION PRIORITARIA
SHE-0104,9,1782,12,1836,152.99999997199998,2025-08-05,3,-54,458,3,LIQUIDACION PRIORITARIA
SHE-0105,8,1960,12,2460,204.99999996399998,2025-08-05,4,-500,819,3,LIQUIDACION PRIORITARIA
SHE-0106,12,4356,15,4545,303.000000056,2025-08-05,3,-189,909,3,LIQUIDACION PRIORITARIA
SHE-0107,9,2070,12,2292,190.99999998399997,2025-08-05,3,-222,572,3,LIQUIDACION PRIORITARIA
